"","source","confidence","target","weight"
"195569","Srebf2","B","Tkt",0.5
"195584","Srebf2","B","Trappc9",0.5
"195619","Srf","B","Actn1",0.5
"195648","Srf","B","Asb2",0.5
"195716","Srf","B","Egr2",0.5
"195790","Srf","B","Kcnh2",0.5
"195799","Srf","B","Klf7",0.5
"195810","Srf","B","Lpp",0.5
"195835","Srf","B","Myh9",0.5
"195879","Srf","B","Ppp1r12a",0.5
"195892","Srf","B","Prune2",0.5
"195952","Srf","B","Sorbs1",0.5
"195964","Srf","B","Svil",0.5
"195989","Srf","B","Tpm4",0.5
"196001","Srf","B","Vcl",0.5
"196004","Srf","B","Wdr1",0.5
"196010","Srf","B","Wwtr1",0.5
"196037","Stat2","B","Adar",0.5
"196057","Stat2","B","Atp13a1",0.5
"196092","Stat2","B","Cmtr1",0.5
"196111","Stat2","B","Dhx58",0.5
"196116","Stat2","B","Dtx3l",0.5
"196122","Stat2","B","Epsti1",0.5
"196128","Stat2","B","Fam111a",0.5
"196159","Stat2","B","Ifi35",0.5
"196168","Stat2","B","Isg15",0.5
"196197","Stat2","B","Mov10",0.5
"196204","Stat2","B","Myd88",0.5
"196227","Stat2","A","Oas2",1
"196228","Stat2","B","Oas3",0.5
"196229","Stat2","B","Oasl1",0.5
"196232","Stat2","B","Parp10",0.5
"196234","Stat2","B","Parp14",0.5
"196235","Stat2","B","Parp9",0.5
"196243","Stat2","B","Pim1",0.5
"196258","Stat2","B","Psmb8",0.5
"196303","Stat2","B","Socs1",0.5
"196304","Stat2","B","Sp110",0.5
"196321","Stat2","B","Tap2",0.5
"196339","Stat2","B","Trim21",0.5
"196341","Stat2","B","Trim56",0.5
"196350","Stat2","B","Usf1",0.5
"196359","Stat2","B","Xaf1",0.5
"196388","Stat3","B","Akap13",0.5
"196477","Stat3","B","Dusp22",0.5
"196510","Stat3","B","Glis3",0.5
"196528","Stat3","A","Igf1",1
"196589","Stat3","B","Mthfd1l",0.5
"196593","Stat3","B","Myh9",0.5
"196660","Stat3","B","Pttg1ip",0.5
"196670","Stat3","A","Reg1",1
"196680","Stat3","A","Rora",1
"196715","Stat3","B","Spidr",0.5
"196791","Stat4","B","Ccnd2",0.5
"196857","Stat5a","B","Cd40",0.5
"196912","Stat5a","B","Etv6",0.5
"197071","Stat5a","B","Rere",0.5
"197235","Stat5b","A","Ccnd3",1
"197343","Stat5b","B","Il4r",0.5
"197435","Stat5b","A","Pim1",1
"197545","Stat5b","B","Svil",0.5
"197595","Stat5b","B","Wipf1",0.5
"197618","Tal1","B","Abca4",0.5
"197621","Tal1","B","Abcc4",0.5
"197625","Tal1","B","Ablim1",0.5
"197659","Tal1","B","Add3",0.5
"197664","Tal1","B","Adgrg6",0.5
"197669","Tal1","B","Adgrv1",0.5
"197693","Tal1","B","Ahi1",0.5
"197702","Tal1","B","Akap13",0.5
"197717","Tal1","B","Ampd3",0.5
"197723","Tal1","B","Angpt1",0.5
"197725","Tal1","B","Ank3",0.5
"197730","Tal1","B","Ankrd44",0.5
"197737","Tal1","B","Ano2",0.5
"197743","Tal1","B","Antxr2",0.5
"197747","Tal1","B","Anxa4",0.5
"197764","Tal1","B","App",0.5
"197767","Tal1","B","Arhgap15",0.5
"197768","Tal1","B","Arhgap18",0.5
"197771","Tal1","B","Arhgap22",0.5
"197773","Tal1","B","Arhgap25",0.5
"197774","Tal1","B","Arhgap26",0.5
"197778","Tal1","B","Arhgap6",0.5
"197782","Tal1","B","Arhgef3",0.5
"197785","Tal1","B","Arid1b",0.5
"197806","Tal1","B","Arsg",0.5
"197825","Tal1","B","Atp2b4",0.5
"197829","Tal1","B","Atp6v0a1",0.5
"197848","Tal1","B","Bach2",0.5
"197853","Tal1","B","Bcar3",0.5
"197856","Tal1","B","Bcat1",0.5
"197865","Tal1","B","Bcr",0.5
"197868","Tal1","B","Bhlhe40",0.5
"197925","Tal1","B","Cacna1c",0.5
"197942","Tal1","B","Cap1",0.5
"197945","Tal1","B","Capzb",0.5
"197948","Tal1","B","Carmil1",0.5
"197953","Tal1","B","Cast",0.5
"197957","Tal1","B","Cblb",0.5
"197974","Tal1","B","Ccdc88c",0.5
"197975","Tal1","B","Ccdc91",0.5
"197979","Tal1","B","Ccnd3",0.5
"198015","Tal1","B","Cdc42se2",0.5
"198019","Tal1","A","Cdh13",1
"198031","Tal1","B","Cdk5rap2",0.5
"198032","Tal1","B","Cdk6",0.5
"198034","Tal1","B","Cdkal1",0.5
"198040","Tal1","B","Cdyl",0.5
"198045","Tal1","B","Cemip2",0.5
"198070","Tal1","B","Chd9",0.5
"198072","Tal1","B","Chn2",0.5
"198089","Tal1","B","Clec16a",0.5
"198111","Tal1","B","Cnih3",0.5
"198112","Tal1","B","Cnksr3",0.5
"198133","Tal1","B","Col25a1",0.5
"198145","Tal1","B","Coro1c",0.5
"198164","Tal1","B","Creb3l2",0.5
"198169","Tal1","B","Crim1",0.5
"198188","Tal1","B","Ctif",0.5
"198192","Tal1","B","Ctnnbl1",0.5
"198197","Tal1","B","Cubn",0.5
"198218","Tal1","B","Cyth1",0.5
"198223","Tal1","B","Daam1",0.5
"198231","Tal1","B","Dapk1",0.5
"198254","Tal1","B","Dennd1a",0.5
"198256","Tal1","B","Dennd3",0.5
"198275","Tal1","B","Dis3l2",0.5
"198285","Tal1","B","Dmd",0.5
"198293","Tal1","B","Dnajb12",0.5
"198297","Tal1","B","Dnajc6",0.5
"198303","Tal1","B","Dock10",0.5
"198305","Tal1","B","Dock2",0.5
"198310","Tal1","A","Dock9",1
"198325","Tal1","B","Dusp10",0.5
"198357","Tal1","B","Egln3",0.5
"198371","Tal1","A","Elmo1",1
"198376","Tal1","B","Emcn",0.5
"198390","Tal1","B","Epas1",0.5
"198398","Tal1","B","Eps15l1",0.5
"198400","Tal1","B","Erc1",0.5
"198402","Tal1","B","Ergic1",0.5
"198412","Tal1","B","Etv6",0.5
"198415","Tal1","B","Evl",0.5
"198430","Tal1","B","Fam107b",0.5
"198431","Tal1","B","Fam117a",0.5
"198435","Tal1","B","Fam13a",0.5
"198462","Tal1","B","Fbxw11",0.5
"198464","Tal1","B","Fchsd2",0.5
"198467","Tal1","B","Fgd4",0.5
"198469","Tal1","B","Fggy",0.5
"198472","Tal1","B","Fhl2",0.5
"198487","Tal1","B","Fnip2",0.5
"198492","Tal1","B","Foxn3",0.5
"198497","Tal1","B","Frmd4a",0.5
"198498","Tal1","B","Frmd4b",0.5
"198500","Tal1","B","Fryl",0.5
"198519","Tal1","B","Galnt2",0.5
"198520","Tal1","B","Galnt6",0.5
"198539","Tal1","B","Gfod1",0.5
"198556","Tal1","B","Gmds",0.5
"198557","Tal1","B","Gna12",0.5
"198564","Tal1","B","Gnaq",0.5
"198597","Tal1","B","Gramd4",0.5
"198599","Tal1","B","Grb10",0.5
"198609","Tal1","B","Grm7",0.5
"198616","Tal1","B","Gse1",0.5
"198620","Tal1","B","Gtdc1",0.5
"198640","Tal1","B","Hbs1l",0.5
"198643","Tal1","B","Hdac9",0.5
"198648","Tal1","B","Herc1",0.5
"198660","Tal1","B","Hivep2",0.5
"198661","Tal1","B","Hivep3",0.5
"198678","Tal1","B","Hpcal1",0.5
"198704","Tal1","B","Ier5",0.5
"198739","Tal1","B","Il1r1",0.5
"198762","Tal1","B","Inpp4b",0.5
"198771","Tal1","B","Iqgap2",0.5
"198785","Tal1","B","Itgb5",0.5
"198790","Tal1","B","Itpr1",0.5
"198791","Tal1","B","Itpr2",0.5
"198799","Tal1","B","Jarid2",0.5
"198801","Tal1","B","Jcad",0.5
"198805","Tal1","B","Kalrn",0.5
"198827","Tal1","B","Kcnma1",0.5
"198828","Tal1","B","Kcnmb2",0.5
"198837","Tal1","B","Kdm4b",0.5
"198838","Tal1","B","Kdm4c",0.5
"198842","Tal1","B","Skt",0.5
"198870","Tal1","B","Ksr1",0.5
"198894","Tal1","B","Ldlrad4",0.5
"198897","Tal1","B","Lhfpl2",0.5
"198900","Tal1","B","Limch1",0.5
"198901","Tal1","B","Limd1",0.5
"198903","Tal1","B","Lims1",0.5
"198925","Tal1","B","Lpp",0.5
"198928","Tal1","B","Lrch1",0.5
"198941","Tal1","B","Lrrfip1",0.5
"198950","Tal1","B","Ltbp1",0.5
"198954","Tal1","B","Lyn",0.5
"198973","Tal1","B","Maml3",0.5
"198983","Tal1","B","Map3k5",0.5
"198999","Tal1","B","Mast4",0.5
"199002","Tal1","B","Mbd5",0.5
"199004","Tal1","B","Mbnl1",0.5
"199007","Tal1","B","Mbp",0.5
"199013","Tal1","B","Mctp1",0.5
"199023","Tal1","B","Mecom",0.5
"199041","Tal1","B","Mgll",0.5
"199047","Tal1","B","Mideas",0.5
"199080","Tal1","B","Mrps22",0.5
"199081","Tal1","B","Mrps27",0.5
"199086","Tal1","B","Msi2",0.5
"199087","Tal1","B","Msn",0.5
"199098","Tal1","B","Mtss1",0.5
"199105","Tal1","B","Mycbp2",0.5
"199110","Tal1","B","Mylk",0.5
"199116","Tal1","B","Myof",0.5
"199126","Tal1","B","Nav2",0.5
"199139","Tal1","B","Ncor2",0.5
"199148","Tal1","B","Nedd9",0.5
"199152","Tal1","B","Nek6",0.5
"199153","Tal1","B","Nek7",0.5
"199160","Tal1","B","Nfia",0.5
"199161","Tal1","B","Nfib",0.5
"199170","Tal1","B","Nlk",0.5
"199177","Tal1","B","Npas3",0.5
"199185","Tal1","B","Nrcam",0.5
"199189","Tal1","B","Nrp2",0.5
"199191","Tal1","B","Nrxn1",0.5
"199241","Tal1","B","Pacsin2",0.5
"199246","Tal1","B","Pam",0.5
"199253","Tal1","B","Pard3b",0.5
"199260","Tal1","B","Parvb",0.5
"199289","Tal1","B","Pde4d",0.5
"199310","Tal1","B","Phactr1",0.5
"199318","Tal1","B","Phlpp1",0.5
"199324","Tal1","B","Pik3c2b",0.5
"199327","Tal1","B","Pik3r1",0.5
"199330","Tal1","B","Pip4k2a",0.5
"199332","Tal1","B","Pitpnm2",0.5
"199337","Tal1","B","Pla2g6",0.5
"199345","Tal1","B","Plcb1",0.5
"199351","Tal1","B","Plcl2",0.5
"199355","Tal1","B","Plekha7",0.5
"199406","Tal1","B","Prex1",0.5
"199412","Tal1","B","Prkag2",0.5
"199413","Tal1","B","Prkar2b",0.5
"199414","Tal1","B","Prkcb",0.5
"199415","Tal1","B","Prkce",0.5
"199416","Tal1","B","Prkch",0.5
"199431","Tal1","B","Prr5l",0.5
"199436","Tal1","B","Prune2",0.5
"199448","Tal1","B","Ptk2",0.5
"199454","Tal1","B","Ptpre",0.5
"199456","Tal1","B","Ptprm",0.5
"199470","Tal1","B","Rab27b",0.5
"199479","Tal1","B","Rad51b",0.5
"199491","Tal1","B","Rap1gap2",0.5
"199494","Tal1","B","Rapgef1",0.5
"199513","Tal1","B","Rbms1",0.5
"199515","Tal1","B","Rbms3",0.5
"199529","Tal1","B","Rere",0.5
"199549","Tal1","B","Rgs6",0.5
"199560","Tal1","B","Rin3",0.5
"199576","Tal1","B","Rnf217",0.5
"199577","Tal1","B","Rnf220",0.5
"199592","Tal1","B","Rps6ka2",0.5
"199598","Tal1","B","Rreb1",0.5
"199611","Tal1","B","Rtn4",0.5
"199613","Tal1","B","Rttn",0.5
"199623","Tal1","B","Ryr3",0.5
"199631","Tal1","B","Sash1",0.5
"199635","Tal1","B","Sbf2",0.5
"199666","Tal1","B","Septin9",0.5
"199667","Tal1","B","Serinc5",0.5
"199693","Tal1","B","Sh3bp5",0.5
"199695","Tal1","B","Sh3kbp1",0.5
"199700","Tal1","B","Sh3tc1",0.5
"199707","Tal1","B","Sik3",0.5
"199708","Tal1","B","Sil1",0.5
"199711","Tal1","B","Sipa1l2",0.5
"199743","Tal1","B","Slc37a1",0.5
"199761","Tal1","B","Slc9a1",0.5
"199775","Tal1","B","Slx4ip",0.5
"199776","Tal1","B","Smad3",0.5
"199785","Tal1","B","Smg6",0.5
"199788","Tal1","B","Smox",0.5
"199789","Tal1","B","Smyd3",0.5
"199793","Tal1","B","Snd1",0.5
"199807","Tal1","B","Sorbs1",0.5
"199834","Tal1","B","Spry1",0.5
"199837","Tal1","B","Sptbn1",0.5
"199843","Tal1","B","Ssbp2",0.5
"199850","Tal1","B","St3gal1",0.5
"199866","Tal1","B","Stard13",0.5
"199868","Tal1","B","Stat3",0.5
"199869","Tal1","B","Stim1",0.5
"199870","Tal1","B","Stk10",0.5
"199873","Tal1","B","Stk32b",0.5
"199894","Tal1","B","Susd1",0.5
"199898","Tal1","B","Svil",0.5
"199907","Tal1","B","Syn3",0.5
"199909","Tal1","B","Syne1",0.5
"199911","Tal1","B","Synj2",0.5
"199922","Tal1","B","Tacc1",0.5
"199930","Tal1","B","Tanc1",0.5
"199933","Tal1","B","Taok3",0.5
"199941","Tal1","B","Tbc1d1",0.5
"199943","Tal1","B","Tbc1d14",0.5
"199951","Tal1","B","Tbc1d5",0.5
"199958","Tal1","B","Tbxas1",0.5
"199959","Tal1","B","Tcf4",0.5
"199960","Tal1","B","Tcf7l2",0.5
"199962","Tal1","B","Tead1",0.5
"199963","Tal1","B","Tec",0.5
"199969","Tal1","B","Tet3",0.5
"199971","Tal1","B","Tex2",0.5
"199973","Tal1","B","Tfpi",0.5
"199975","Tal1","B","Tg",0.5
"199982","Tal1","B","Thada",0.5
"199986","Tal1","B","Tiam2",0.5
"199994","Tal1","B","Tle4",0.5
"199995","Tal1","B","Tlk1",0.5
"200016","Tal1","B","Tmem131l",0.5
"200020","Tal1","B","Tmem163",0.5
"200021","Tal1","B","Tmem164",0.5
"200028","Tal1","B","Tmem241",0.5
"200044","Tal1","B","Tnfaip8",0.5
"200055","Tal1","B","Tnik",0.5
"200059","Tal1","B","Tnrc6b",0.5
"200060","Tal1","B","Tnrc6c",0.5
"200062","Tal1","B","Tns3",0.5
"200069","Tal1","B","Tox2",0.5
"200072","Tal1","B","Tpcn1",0.5
"200083","Tal1","B","Trappc9",0.5
"200090","Tal1","B","Trim2",0.5
"200095","Tal1","B","Trio",0.5
"200118","Tal1","B","Ttc7a",0.5
"200119","Tal1","B","Ttc7b",0.5
"200138","Tal1","B","Ubash3b",0.5
"200143","Tal1","B","Ube2f",0.5
"200147","Tal1","B","Ubr4",0.5
"200156","Tal1","B","Umodl1",0.5
"200174","Tal1","B","Utrn",0.5
"200179","Tal1","B","Vav3",0.5
"200181","Tal1","B","Vcl",0.5
"200182","Tal1","B","Veph1",0.5
"200184","Tal1","B","Vgll4",0.5
"200221","Tal1","B","Wwtr1",0.5
"200231","Tal1","B","Xxylt1",0.5
"200239","Tal1","B","Zbtb16",0.5
"200242","Tal1","B","Zbtb20",0.5
"200261","Tal1","B","Zeb2",0.5
"200266","Tal1","B","Zfpm2",0.5
"200269","Tal1","B","Zmiz1",0.5
"200272","Tal1","B","Zmynd8",0.5
"200283","Tal1","B","Znf521",0.5
"200285","Tal1","B","Znf608",0.5
"200294","Tal1","B","Znrf1",0.5
"200296","Tal1","B","Zpld1",0.5
"200304","Tbp","B","Actb",0.5
"200779","Tbx21","B","Akna",0.5
"200937","Tbx21","B","Il12rb2",0.5
"200939","Tbx21","B","Il21r",0.5
"201096","Tbx21","B","Sema4d",0.5
"201105","Tbx21","B","Slamf7",0.5
"201327","Tcf12","B","Erc1",0.5
"201493","Tcf12","B","Ppp3ca",0.5
"201627","Tcf12","B","Wwtr1",0.5
"201691","Tcf3","B","Axin1",0.5
"201730","Tcf3","B","Ciita",0.5
"201838","Tcf3","B","Kdm2b",0.5
"201865","Tcf3","B","Mad1l1",0.5
"201873","Tcf3","B","Med15",0.5
"201906","Tcf3","B","Nup210",0.5
"201949","Tcf3","B","Pstpip1",0.5
"201959","Tcf3","B","Ralgds",0.5
"202005","Tcf3","B","Slc37a1",0.5
"202071","Tcf3","B","Vav2",0.5
"202216","Tcf4","B","Hdac7",0.5
"202262","Tcf4","B","Nol4l",0.5
"202346","Tcf4","B","Sptbn1",0.5
"202798","Tead1","B","Adgrl2",0.5
"202809","Tead1","B","Amotl2",0.5
"202927","Tead1","B","Gtdc1",0.5
"202940","Tead1","B","Itga1",0.5
"203010","Tead1","B","Osbpl9",0.5
"203089","Tead1","B","Sorbs2",0.5
"203102","Tead1","B","Tacc1",0.5
"203184","Tead2","B","Ccnd2",0.5
"203362","Tead2","B","Rin3",0.5
"204901","Tfap2a","B","Gclc",0.5
"204935","Tfap2a","B","Hk2",0.5
"204950","Tfap2a","B","Hspb1",0.5
"204955","Tfap2a","B","Igf1r",0.5
"204969","Tfap2a","B","Itpr1",0.5
"204972","Tfap2a","B","Jup",0.5
"204993","Tfap2a","B","Lamb1",0.5
"205040","Tfap2a","B","Myb",0.5
"205127","Tfap2a","B","Ppl",0.5
"205197","Tfap2a","B","Slc25a21",0.5
"205318","Tfap2c","B","Abca4",0.5
"205338","Tfap2c","B","Abcg1",0.5
"205357","Tfap2c","B","Ablim2",0.5
"205396","Tfap2c","B","Acot7",0.5
"205427","Tfap2c","B","Actn4",0.5
"205464","Tfap2c","B","Adamts17",0.5
"205484","Tfap2c","B","Adcy5",0.5
"205495","Tfap2c","B","Adgrb1",0.5
"205521","Tfap2c","B","Adora1",0.5
"205541","Tfap2c","B","Afap1",0.5
"205550","Tfap2c","B","Agap1",0.5
"205564","Tfap2c","B","Agpat3",0.5
"205578","Tfap2c","B","Ahdc1",0.5
"205604","Tfap2c","B","Akap6",0.5
"205697","Tfap2c","B","Ank3",0.5
"205707","Tfap2c","B","Ankrd11",0.5
"205741","Tfap2c","B","Ano6",0.5
"205790","Tfap2c","B","Apbb2",0.5
"205829","Tfap2c","B","Arfgef2",0.5
"205839","Tfap2c","B","Arhgap22",0.5
"205843","Tfap2c","B","Arhgap26",0.5
"205860","Tfap2c","B","Arhgef10l",0.5
"205870","Tfap2c","B","Arhgef3",0.5
"205875","Tfap2c","B","Arhgef4",0.5
"205880","Tfap2c","B","Arid1b",0.5
"205887","Tfap2c","B","Arid5b",0.5
"205932","Tfap2c","B","Arrb1",0.5
"205940","Tfap2c","B","Arsg",0.5
"205947","Tfap2c","B","Asap1",0.5
"205948","Tfap2c","B","Asap2",0.5
"205959","Tfap2c","B","Ascc2",0.5
"206022","Tfap2c","B","Atp2b2",0.5
"206023","Tfap2c","B","Atp2b4",0.5
"206025","Tfap2c","B","Atp2c2",0.5
"206052","Tfap2c","B","Atp9a",0.5
"206064","Tfap2c","B","Atxn7l1",0.5
"206076","Tfap2c","B","Axin2",0.5
"206118","Tfap2c","B","Baiap2",0.5
"206150","Tfap2c","B","Bcar1",0.5
"206151","Tfap2c","B","Bcar3",0.5
"206152","Tfap2c","B","Bcas1",0.5
"206154","Tfap2c","B","Bcas3",0.5
"206179","Tfap2c","B","Bcor",0.5
"206237","Tfap2c","B","Bmp7",0.5
"206239","Tfap2c","B","Bmper",0.5
"206244","Tfap2c","B","Bnc1",0.5
"206272","Tfap2c","B","Brf1",0.5
"206278","Tfap2c","B","Brip1",0.5
"206451","Tfap2c","B","Cables1",0.5
"206458","Tfap2c","B","Cacna1a",0.5
"206460","Tfap2c","B","Cacna1c",0.5
"206461","Tfap2c","B","Cacna1d",0.5
"206464","Tfap2c","B","Cacna1i",0.5
"206500","Tfap2c","B","Camk2b",0.5
"206528","Tfap2c","B","Capn2",0.5
"206531","Tfap2c","B","Capn8",0.5
"206567","Tfap2c","B","Casz1",0.5
"206640","Tfap2c","B","Ccdc57",0.5
"206656","Tfap2c","B","Ccdc85c",0.5
"206659","Tfap2c","B","Ccdc88c",0.5
"206797","Tfap2c","B","Cdh22",0.5
"206798","Tfap2c","B","Cdh23",0.5
"206808","Tfap2c","B","Cdhr3",0.5
"206825","Tfap2c","B","Cdk5rap2",0.5
"206827","Tfap2c","B","Cdk6",0.5
"206847","Tfap2c","B","Cdyl",0.5
"206857","Tfap2c","B","Celsr1",0.5
"206875","Tfap2c","B","Cep112",0.5
"206949","Tfap2c","B","Chchd6",0.5
"206974","Tfap2c","B","Chn2",0.5
"206996","Tfap2c","B","Chst15",0.5
"207068","Tfap2c","B","Clec16a",0.5
"207078","Tfap2c","B","Clip2",0.5
"207083","Tfap2c","B","Clmn",0.5
"207134","Tfap2c","B","Cnih3",0.5
"207170","Tfap2c","B","Cobl",0.5
"207190","Tfap2c","B","Col23a1",0.5
"207194","Tfap2c","B","Col27a1",0.5
"207197","Tfap2c","B","Col4a2",0.5
"207201","Tfap2c","B","Col5a1",0.5
"207276","Tfap2c","B","Cpne5",0.5
"207302","Tfap2c","B","Creb5",0.5
"207303","Tfap2c","B","Crebbp",0.5
"207320","Tfap2c","B","Crispld2",0.5
"207330","Tfap2c","B","Crtc1",0.5
"207375","Tfap2c","B","Ctbp2",0.5
"207385","Tfap2c","B","Ctif",0.5
"207386","Tfap2c","B","Ctnna1",0.5
"207393","Tfap2c","B","Ctnnd2",0.5
"207409","Tfap2c","B","Cuedc1",0.5
"207475","Tfap2c","B","Cyrib",0.5
"207480","Tfap2c","B","Cyth1",0.5
"207487","Tfap2c","B","Daam1",0.5
"207490","Tfap2c","B","Dab2ip",0.5
"207501","Tfap2c","B","Dapk1",0.5
"207502","Tfap2c","B","Dapk2",0.5
"207581","Tfap2c","B","Dennd1a",0.5
"207585","Tfap2c","B","Dennd2b",0.5
"207587","Tfap2c","B","Dennd3",0.5
"207649","Tfap2c","B","Dip2c",0.5
"207655","Tfap2c","B","Dis3l2",0.5
"207669","Tfap2c","B","Dlg2",0.5
"207674","Tfap2c","B","Dlgap4",0.5
"207748","Tfap2c","B","Dnm2",0.5
"207761","Tfap2c","B","Dock4",0.5
"207769","Tfap2c","B","Dok5",0.5
"207780","Tfap2c","B","Dpf3",0.5
"207870","Tfap2c","B","Dysf",0.5
"207887","Tfap2c","B","Ece1",0.5
"207924","Tfap2c","B","Eef2k",0.5
"207926","Tfap2c","B","Eefsec",0.5
"207937","Tfap2c","B","Efhc1",0.5
"207943","Tfap2c","B","Efna5",0.5
"207953","Tfap2c","B","Egln3",0.5
"207964","Tfap2c","B","Ehmt1",0.5
"208003","Tfap2c","B","Elapor1",0.5
"208014","Tfap2c","B","Ell",0.5
"208041","Tfap2c","B","Eml1",0.5
"208108","Tfap2c","B","Ephb1",0.5
"208110","Tfap2c","B","Ephb3",0.5
"208140","Tfap2c","B","Ergic1",0.5
"208163","Tfap2c","B","Esrrg",0.5
"208183","Tfap2c","B","Etv6",0.5
"208187","Tfap2c","B","Evl",0.5
"208202","Tfap2c","B","Ext1",0.5
"208207","Tfap2c","B","Eya2",0.5
"208237","Tfap2c","B","Fam102a",0.5
"208239","Tfap2c","B","Fam107b",0.5
"208281","Tfap2c","B","Fam174b",0.5
"208282","Tfap2c","B","Fam178b",0.5
"208334","Tfap2c","B","Farp1",0.5
"208353","Tfap2c","B","Fbln1",0.5
"208354","Tfap2c","B","Fbln2",0.5
"208424","Tfap2c","B","Fgd5",0.5
"208451","Tfap2c","B","Fhod3",0.5
"208474","Tfap2c","B","Flnb",0.5
"208498","Tfap2c","B","Fndc3b",0.5
"208521","Tfap2c","B","Foxk1",0.5
"208522","Tfap2c","B","Foxk2",0.5
"208545","Tfap2c","B","Frmd4a",0.5
"208546","Tfap2c","B","Frmd4b",0.5
"208571","Tfap2c","B","Fto",0.5
"208615","Tfap2c","B","Gabbr2",0.5
"208638","Tfap2c","B","Galnt10",0.5
"208641","Tfap2c","B","Galnt14",0.5
"208651","Tfap2c","B","Galnt9",0.5
"208664","Tfap2c","B","Garnl3",0.5
"208679","Tfap2c","B","Gatad2a",0.5
"208715","Tfap2c","B","Gdpd5",0.5
"208778","Tfap2c","B","Gli3",0.5
"208800","Tfap2c","B","Gmds",0.5
"208809","Tfap2c","B","Gna12",0.5
"208933","Tfap2c","B","Gramd4",0.5
"208934","Tfap2c","B","Grb10",0.5
"208941","Tfap2c","B","Grhl2",0.5
"208951","Tfap2c","B","Grik3",0.5
"208952","Tfap2c","B","Grik4",0.5
"208966","Tfap2c","B","Grm4",0.5
"208978","Tfap2c","B","Gse1",0.5
"208983","Tfap2c","B","Gsn",0.5
"209002","Tfap2c","B","Gtf2ird1",0.5
"209071","Tfap2c","B","Hdac4",0.5
"209136","Tfap2c","B","Hivep2",0.5
"209137","Tfap2c","B","Hivep3",0.5
"209139","Tfap2c","B","Hk1",0.5
"209140","Tfap2c","B","Hk2",0.5
"209149","Tfap2c","B","Hmcn2",0.5
"209209","Tfap2c","B","Hpcal1",0.5
"209237","Tfap2c","B","Hs6st1",0.5
"209323","Tfap2c","B","Ier5",0.5
"209325","Tfap2c","B","Iffo2",0.5
"209348","Tfap2c","B","Igf1r",0.5
"209401","Tfap2c","B","Il1r1",0.5
"209454","Tfap2c","B","Inpp5a",0.5
"209502","Tfap2c","B","Iqsec1",0.5
"209530","Tfap2c","B","Isg20",0.5
"209558","Tfap2c","B","Itgb5",0.5
"209559","Tfap2c","B","Itgb6",0.5
"209570","Tfap2c","B","Itpr1",0.5
"209616","Tfap2c","B","Kalrn",0.5
"209629","Tfap2c","B","Katnip",0.5
"209631","Tfap2c","B","Kazn",0.5
"209643","Tfap2c","B","Kcnab2",0.5
"209644","Tfap2c","B","Kcnb1",0.5
"209686","Tfap2c","B","Kcnma1",0.5
"209692","Tfap2c","B","Kcnn3",0.5
"209699","Tfap2c","B","Kcnt1",0.5
"209708","Tfap2c","B","Kctd15",0.5
"209719","Tfap2c","B","Kdf1",0.5
"209725","Tfap2c","B","Kdm4b",0.5
"209754","Tfap2c","B","Skt",0.5
"209765","Tfap2c","B","Kif16b",0.5
"209810","Tfap2c","B","Klf9",0.5
"209831","Tfap2c","B","Klhl29",0.5
"209845","Tfap2c","B","Klk11",0.5
"209897","Tfap2c","B","Krt8",0.5
"209904","Tfap2c","B","Ksr1",0.5
"209937","Tfap2c","B","Large1",0.5
"209968","Tfap2c","B","Ldlrad4",0.5
"209994","Tfap2c","B","Lhfpl2",0.5
"210021","Tfap2c","B","Lingo1",0.5
"210028","Tfap2c","B","Litaf",0.5
"210032","Tfap2c","B","Llgl2",0.5
"210043","Tfap2c","B","Lmna",0.5
"210079","Tfap2c","B","Lpp",0.5
"210084","Tfap2c","B","Lrch1",0.5
"210093","Tfap2c","B","Lrig1",0.5
"210105","Tfap2c","B","Lrp5",0.5
"210140","Tfap2c","B","Lrrfip1",0.5
"210188","Tfap2c","B","Lypd6b",0.5
"210207","Tfap2c","B","Macrod2",0.5
"210210","Tfap2c","B","Mad1l1",0.5
"210221","Tfap2c","B","Magi1",0.5
"210240","Tfap2c","B","Man1c1",0.5
"210299","Tfap2c","B","Mapkap1",0.5
"210327","Tfap2c","B","Mast4",0.5
"210331","Tfap2c","B","Matn2",0.5
"210355","Tfap2c","B","Mcf2l",0.5
"210377","Tfap2c","B","Mdga1",0.5
"210388","Tfap2c","B","Me3",0.5
"210402","Tfap2c","B","Med15",0.5
"210420","Tfap2c","B","Megf6",0.5
"210483","Tfap2c","B","Mgll",0.5
"210493","Tfap2c","B","Mical2",0.5
"210494","Tfap2c","B","Mical3",0.5
"210501","Tfap2c","B","Mideas",0.5
"210537","Tfap2c","B","Mlph",0.5
"210666","Tfap2c","B","Msi2",0.5
"210686","Tfap2c","B","Mtcl1",0.5
"210719","Tfap2c","B","Mtss1",0.5
"210723","Tfap2c","B","Mtus1",0.5
"210730","Tfap2c","B","Mvb12b",0.5
"210743","Tfap2c","A","Myc",1
"210754","Tfap2c","B","Myh9",0.5
"210762","Tfap2c","B","Mylk",0.5
"210767","Tfap2c","B","Myo10",0.5
"210770","Tfap2c","B","Myo18a",0.5
"210772","Tfap2c","B","Myo1b",0.5
"210824","Tfap2c","B","Nacc2",0.5
"210849","Tfap2c","B","Nav1",0.5
"210850","Tfap2c","B","Nav2",0.5
"210861","Tfap2c","B","Ncald",0.5
"210886","Tfap2c","B","Ncor2",0.5
