,gene_name,p-value,logFC,-logQ
2112,Adcy3,0.643810651257986,0.69086975,0.19124184258624907
2113,RP23-149A5.4,0.6442379289940159,1.2842096,0.1909537100225407
2114,Dhx40,0.6442379289940159,0.16852409,0.1909537100225407
2115,Armcx2,0.6446653243122492,0.6056869,0.19066568928145394
2116,Sltm,0.6446653243122492,0.23094928,0.19066568928145394
2117,Gigyf2,0.6446653243122492,0.597612,0.19066568928145394
2118,Anapc11,0.6446653243122492,0.5804295,0.19066568928145394
2119,Mrpl55,0.6446653243122492,0.67133117,0.19066568928145394
2120,March5,0.6450928370932616,0.391402,0.19037778034768263
2121,Lancl1,0.6450928370932616,1.3290945,0.19037778034768263
2122,Cisd2,0.6455204672175126,0.5051084,0.1900899832059147
2123,Psmd14,0.6455204672175126,0.8087272,0.1900899832059147
2124,Scaf8,0.6455204672175126,0.49302226,0.1900899832059147
2125,Cops6,0.6463760790169881,0.97999454,0.18951472423711196
2126,Cep83,0.6463760790169881,0.6022922,0.18951472423711196
2127,RP23-198E14.7,0.6468040604525513,1.237923,0.1892272623794245
2128,Exosc9,0.6468040604525513,1.3266877,0.1892272623794245
2129,Serpinb9,0.6468040604525513,1.2549351,0.1892272623794245
2130,Gstm5,0.6468040604525513,1.0201263,0.1892272623794245
2131,Map4k4,0.6468040604525513,0.17661801,0.1892272623794245
2132,Smim4,0.6472321587520311,0.7978713,0.18893991225243473
2133,Tmem55b,0.6472321587520311,0.48862636,0.18893991225243473
2134,Ndufa12,0.6472321587520311,1.1408004,0.18893991225243473
2135,Tmem47,0.6480887054621426,0.2253528,0.18836554712918052
2136,Cox6b1,0.6480887054621426,0.15563342,0.18836554712918052
2137,Rasa1,0.6480887054621426,0.49718717,0.18836554712918052
2138,Polr3d,0.6485171536321872,0.9864408,0.1880785321022173
2139,Fance,0.6485171536321872,1.1528192,0.1880785321022173
2140,Fasn,0.6485171536321872,1.2540402,0.1880785321022173
2141,Mybbp1a,0.6489457181849737,0.7467936,0.18779162874455468
2142,Epc2,0.6489457181849737,0.37482965,0.18779162874455468
2143,Fibin,0.6493743989999194,0.32879803,0.1875048370408292
2144,Cct2,0.6493743989999194,0.2525445,0.1875048370408292
2145,Acvr2b,0.6493743989999194,1.1809462,0.1875048370408292
2146,Ccdc66,0.6493743989999194,1.2726539,0.1875048370408292
2147,Pogz,0.6498031959563273,1.0618544,0.1872181569756712
2148,Nde1,0.6502321089333841,1.1963791,0.18693158853370578
2149,Narfl,0.6502321089333841,1.1251448,0.18693158853370578
2150,Bcl3,0.6506611378101623,0.5095145,0.18664513169955194
2151,Pphln1,0.6506611378101623,0.5100349,0.18664513169955194
2152,Nfib,0.6515195427785963,0.21084574,0.18607255279312696
2153,Rasgrp2,0.6519489186278218,0.46744224,0.1857864306900653
2154,Dlg3,0.6519489186278218,0.9882352,0.1857864306900653
2155,Cnep1r1,0.6523784098919083,0.49679652,0.18550042013323434
2156,Limd2,0.6532377381785428,0.3310883,0.1849287335966203
2157,l7Rn6,0.6532377381785428,0.52100253,0.1849287335966203
2158,Saysd1,0.6532377381785428,1.0452625,0.1849287335966203
2159,Ogt,0.6532377381785428,0.16609512,0.1849287335966203
2160,Bin2,0.6532377381785428,0.93742764,0.1849287335966203
2161,Nbn,0.6532377381785428,0.89258325,0.1849287335966203
2162,Nfatc3,0.6540975266651121,0.57147735,0.1843574930599389
2163,Adam12,0.6540975266651121,0.17691074,0.1843574930599389
2164,Ubald2,0.6545275931786885,0.51168203,0.1840720400030022
2165,Tmem126b,0.6545275931786885,0.9868624,0.1840720400030022
2166,Prkag2,0.6545275931786885,1.01342,0.1840720400030022
2167,Trim24,0.6549577743763998,0.4724652,0.18378669839975223
2168,Tor2a,0.6549577743763998,0.479006,0.18378669839975223
2169,Dera,0.6549577743763998,0.9076074,0.18378669839975223
2170,Mrpl9,0.6549577743763998,0.8935446,0.18378669839975223
2171,Eif4a3,0.6553880701360586,0.3034701,0.18350146823474495
2172,Atg4b,0.6558184803353639,0.9157801,0.1832163494925303
2173,AC163616.2,0.6558184803353639,0.3836976,0.1832163494925303
2174,Rffl,0.6558184803353639,0.9456033,0.1832163494925303
2175,Siae,0.6562490048519006,0.9063381,0.1829313421576529
2176,Prcc,0.6562490048519006,1.02521,0.1829313421576529
2177,RP24-221F4.2,0.6566796435631401,0.4743522,0.18264644621465112
2178,Tap1,0.6566796435631401,0.47773516,0.18264644621465112
2179,Slc39a9,0.6566796435631401,0.94608647,0.18264644621465112
2180,Tsg101,0.6566796435631401,0.46597975,0.18264644621465112
2181,Dock1,0.6566796435631401,0.59362406,0.18264644621465112
2182,Cnot3,0.6566796435631401,0.4809575,0.18264644621465112
2183,Cd99l2,0.6566796435631401,0.38380045,0.18264644621465112
2184,Zfp958,0.6566796435631401,0.7984006,0.18264644621465112
2185,Dym,0.6571103963464404,0.92790323,0.1823616616480577
2186,Rnf34,0.6571103963464404,0.83250433,0.1823616616480577
2187,Gm26518,0.6571103963464404,0.87465864,0.1823616616480577
2188,Igbp1,0.6575412630790453,0.42733356,0.18207698844240006
2189,Nfkbil1,0.6579722436380858,0.6650482,0.18179242658219927
2190,Stx17,0.6579722436380858,0.7075362,0.18179242658219927
2191,Vps41,0.6579722436380858,0.75429857,0.18179242658219927
2192,Trim12a,0.6579722436380858,0.8401602,0.18179242658219927
2193,Pbxip1,0.6584033379005796,0.19024915,0.1815079760519709
2194,Nudcd2,0.658834545743431,0.35372072,0.1812236368362246
2195,Rara,0.6592658670434313,0.5040746,0.18093940891946458
2196,Nucks1,0.6592658670434313,0.16457629,0.18093940891946458
2197,Prnp,0.6592658670434313,0.8690974,0.18093940891946458
2198,Rsbn1,0.6592658670434313,0.26071307,0.18093940891946458
2199,Plekhg2,0.6609922843467941,0.82119864,0.17980360993216393
2200,Gramd1a,0.6614241710804567,0.68694496,0.17951993827769272
2201,Tpd52l2,0.6614241710804567,0.29233775,0.17951993827769272
2202,Ak6,0.6618561705296466,0.65309674,0.1792363778291104
2203,Numb,0.6627205070785057,0.8286649,0.17866959048746126
2204,Zfp944,0.6627205070785057,0.84891677,0.17866959048746126
2205,Borcs8,0.6627205070785057,0.7619222,0.17866959048746126
2206,AC123684.1,0.6635852930000448,0.8020939,0.17810324778285563
2207,Dph3,0.6635852930000448,0.41155744,0.17810324778285563
2208,Cep164,0.6640178541646642,0.67214155,0.17782024313055614
2209,Vdac2,0.6644505272991438,0.40787357,0.1775373495908403
2210,Neu1,0.6648833122788138,0.7339856,0.17725456714813706
2211,RP23-325I3.1,0.6648833122788138,0.71208984,0.17725456714813706
2212,Prpf38b,0.665316208978893,0.1823727,0.17697189578686953
2213,Ftsj3,0.665316208978893,0.70514005,0.17697189578686953
2214,Mpv17,0.665316208978893,0.654339,0.17697189578686953
2215,Ntan1,0.6657492172744883,0.64728785,0.1766893354914551
2216,Kat6b,0.6661823370405959,0.44816127,0.17640688624630504
2217,Fam207a,0.6661823370405959,0.7005068,0.17640688624630504
2218,Trnau1ap,0.6666155681521,0.47083235,0.17612454803582525
2219,Eif4ebp1,0.6666155681521,0.4252783,0.17612454803582525
2220,Casp1,0.6666155681521,0.6888382,0.17612454803582525
2221,Btg1,0.6666155681521,0.2911787,0.17612454803582525
2222,Carhsp1,0.6670489104837736,1.1666344,0.1758423208444157
2223,Ndufs8,0.6670489104837736,0.8048144,0.1758423208444157
2224,Nifk,0.6670489104837736,0.70364904,0.1758423208444157
2225,Ykt6,0.6670489104837736,0.5224917,0.1758423208444157
2226,Mesdc1,0.6670489104837736,0.62941915,0.1758423208444157
2227,Thoc1,0.6670489104837736,0.66012853,0.1758423208444157
2228,Hnrnpk,0.6674823639102789,0.23227072,0.17556020465647032
2229,Dap,0.6679159283061668,0.49576998,0.17527819945637776
2230,Fkbp11,0.6679159283061668,0.67177516,0.17527819945637776
2231,AC160535.1,0.6679159283061668,0.34675294,0.17527819945637776
2232,Spop,0.6679159283061668,0.32656112,0.17527819945637776
2233,Nt5dc2,0.6687833895037395,1.5465393,0.17471452195727508
2234,Aff1,0.6687833895037395,0.29599708,0.17471452195727508
2235,Rhbdf1,0.6687833895037395,0.6548416,0.17471452195727508
2236,Ehd2,0.6687833895037395,0.464509,0.17471452195727508
2237,Zfp322a,0.6687833895037395,0.42106694,0.17471452195727508
2238,Naa30,0.6687833895037395,0.6572739,0.17471452195727508
2239,Cdc14a,0.6696512930706833,0.57928336,0.1741512882220985
2240,Col5a2,0.6705196379994199,0.1735223,0.1735884981257459
2241,Rbmxl1,0.6705196379994199,0.6077103,0.1735884981257459
2242,Znhit2,0.6705196379994199,1.6161968,0.1735884981257459
2243,Cntln,0.6705196379994199,0.6147034,0.1735884981257459
2244,Xpa,0.6705196379994199,0.6018497,0.1735884981257459
2245,Ube2h,0.6709539756591092,0.22690809,0.1733072694030089
2246,Parp8,0.6713884232806047,1.5529917,0.17302615154302262
2247,Mcts1,0.6713884232806047,0.36917615,0.17302615154302262
2248,Hspb1,0.6713884232806047,1.4382895,0.17302615154302262
2249,Hivep1,0.6713884232806047,0.4687458,0.17302615154302262
2250,Sf3b5,0.6713884232806047,0.23667401,0.17302615154302262
2251,Arid1b,0.6713884232806047,0.37806508,0.17302615154302262
2252,Vma21,0.6718229807374627,0.31817746,0.1727451445301232
2253,Tm2d1,0.6722576479031299,0.4176872,0.17246424834864102
2254,Tmem109,0.6722576479031299,0.3861838,0.17246424834864102
2255,Abcc9,0.6722576479031299,1.5604631,0.17246424834864102
2256,Trove2,0.6722576479031299,0.42524165,0.17246424834864102
2257,Aatf,0.6722576479031299,1.5236634,0.17246424834864102
2258,R3hdm1,0.6722576479031299,0.45341122,0.17246424834864102
2259,Eif2ak2,0.6726924246509429,0.55679196,0.1721834629829006
2260,Brd4,0.6731273108541287,0.20920233,0.1719027884172206
2261,Angel2,0.6731273108541287,0.40693566,0.1719027884172206
2262,RP24-162O18.3,0.6731273108541287,1.5902339,0.1719027884172206
2263,AC102628.1,0.6731273108541287,1.5556762,0.1719027884172206
2264,Ccnd1,0.6731273108541287,1.4562889,0.1719027884172206
2265,Pfn2,0.6731273108541287,1.5664271,0.1719027884172206
2266,Nadk,0.6735623063858045,0.37322468,0.17162222463591392
2267,Msantd2,0.6735623063858045,0.5871858,0.17162222463591392
2268,Nap1l4,0.6735623063858045,0.18481646,0.17162222463591392
2269,Fam78b,0.6739974111189777,1.3221868,0.17134177162328793
2270,Tbp,0.6739974111189777,1.7181479,0.17134177162328793
2271,Josd1,0.6739974111189777,0.35457152,0.17134177162328793
2272,Fam219a,0.6739974111189777,1.4710526,0.17134177162328793
2273,Inpp5k,0.6739974111189777,1.5925024,0.17134177162328793
2274,Psmd6,0.6744326249265473,0.1511162,0.1710614293636434
2275,Prkcd,0.6744326249265473,0.605473,0.1710614293636434
2276,Smim8,0.6748679476813018,1.4629037,0.1707811978412762
2277,Sharpin,0.6748679476813018,1.5532748,0.1707811978412762
2278,Rps10-ps2,0.6748679476813018,1.5262345,0.1707811978412762
2279,Fbxl20,0.6753033792559209,1.047605,0.17050107704047593
2280,Pofut2,0.6757389195229755,0.19666009,0.17022106694552627
2281,Ube2r2,0.6757389195229755,0.2962758,0.17022106694552627
2282,Nt5dc1,0.6757389195229755,1.4525602,0.17022106694552627
2283,Entpd2,0.6757389195229755,1.4301939,0.17022106694552627
2284,Rpusd4,0.6757389195229755,1.3978041,0.17022106694552627
2285,Scaf11,0.6766103256241285,0.18110655,0.16966137881028545
2286,Wdr70,0.6766103256241285,1.3257004,0.16966137881028545
2287,Ppil2,0.6766103256241285,0.29047418,0.16966137881028545
2288,Dok1,0.6766103256241285,0.33075696,0.16966137881028545
2289,Timmdc1,0.6766103256241285,1.2566476,0.16966137881028545
2290,H2afz,0.6766103256241285,0.2153143,0.16966137881028545
2291,Gk5,0.6766103256241285,1.3601352,0.16966137881028545
2292,Klf12,0.6766103256241285,1.3204334,0.16966137881028545
2293,Slc12a9,0.6766103256241285,1.2991147,0.16966137881028545
2294,Lxn,0.6774821649631482,1.1286104,0.16910213330970786
2295,Luc7l,0.6774821649631482,0.19786958,0.16910213330970786
2296,Blvra,0.6774821649631482,0.9779001,0.16910213330970786
2297,Pdcd11,0.6774821649631482,0.5970217,0.16910213330970786
2298,A430046D13Rik,0.6774821649631482,1.4050653,0.16910213330970786
2299,Clec16a,0.6774821649631482,1.2036335,0.16910213330970786
2300,Oma1,0.6774821649631482,1.4437077,0.16910213330970786
2301,Sept10,0.6774821649631482,1.1738454,0.16910213330970786
2302,Ctps,0.6774821649631482,1.2758477,0.16910213330970786
2303,Abhd10,0.6783544365166829,1.3172612,0.16854333031785476
2304,Bcl6,0.6783544365166829,0.6090864,0.16854333031785476
2305,RP23-5A19.7,0.6783544365166829,1.237447,0.16854333031785476
2306,Xpnpep1,0.6783544365166829,1.1363398,0.16854333031785476
2307,RP24-195M20.2,0.6783544365166829,1.2744546,0.16854333031785476
2308,RP24-233F22.1,0.6783544365166829,1.2392942,0.16854333031785476
2309,RP23-418M3.5,0.6783544365166829,1.2883742,0.16854333031785476
2310,Siah1a,0.6792271392596458,0.31201625,0.1679849697086942
2311,Wnk1,0.6792271392596458,0.36120927,0.1679849697086942
2312,Crls1,0.6792271392596458,1.2799374,0.1679849697086942
2313,Mettl17,0.6792271392596458,1.2093922,0.1679849697086942
2314,Pcbd2,0.6792271392596458,0.33936512,0.1679849697086942
2315,Cul3,0.6792271392596458,0.20106675,0.1679849697086942
2316,Abcg1,0.6792271392596458,1.159461,0.1679849697086942
2317,Pqbp1,0.6796636520063499,0.38688272,0.1677059552582129
2318,Tead3,0.6801002721652187,1.3267162,0.1674270513561007
2319,Deaf1,0.6801002721652187,1.0857037,0.1674270513561007
2320,Toe1,0.6801002721652187,1.1333691,0.1674270513561007
2321,Nol6,0.6801002721652187,1.0325812,0.1674270513561007
2322,Svbp,0.6801002721652187,0.3137657,0.1674270513561007
2323,Pigv,0.6801002721652187,1.0119843,0.1674270513561007
2324,Golim4,0.6809738342048549,0.3065508,0.16686957513385572
2325,Immt,0.6809738342048549,0.36166725,0.16686957513385572
2326,Ube2b,0.6809738342048549,0.3018452,0.16686957513385572
2327,Wars2,0.6809738342048549,1.0090349,0.16686957513385572
2328,Thoc5,0.6818478243482828,1.0382783,0.1663125409156475
2329,Cog4,0.6818478243482828,0.97594666,0.1663125409156475
2330,Mpv17l2,0.6818478243482828,1.0406303,0.1663125409156475
2331,Eef1g,0.6822849796364884,0.1894165,0.1660341895185591
2332,Cops2,0.6822849796364884,0.22965464,0.1660341895185591
2333,RP24-84B18.2,0.6827222415635104,1.0218784,0.16575594857507067
2334,Gstz1,0.6827222415635104,0.881702,0.16575594857507067
2335,Ddx50,0.6827222415635104,0.35116145,0.16575594857507067
2336,Zfp524,0.6827222415635104,1.0393344,0.16575594857507067
2337,Ofd1,0.6827222415635104,1.1065974,0.16575594857507067
2338,Caml,0.6827222415635104,0.28510612,0.16575594857507067
2339,Fbxw11,0.6831596100000814,0.9124647,0.16547781806936693
2340,Ralbp1,0.6831596100000814,0.23089486,0.16547781806936693
2341,Adh5,0.6831596100000814,0.4684479,0.16547781806936693
2342,Snx9,0.683597084816827,0.3980254,0.1651997979856268
2343,Nudt16,0.683597084816827,1.0161839,0.1651997979856268
2344,Hip1,0.683597084816827,0.383863,0.1651997979856268
2345,Cebpb,0.683597084816827,0.21516886,0.1651997979856268
2346,Dolpp1,0.683597084816827,0.9818517,0.1651997979856268
2347,Gzf1,0.6840346658842658,0.30355647,0.1649218883080233
2348,Srp19,0.6840346658842658,0.2478822,0.1649218883080233
2349,Bsg,0.6844723530728091,0.08693131,0.1646440890207237
2350,Ggta1,0.6844723530728091,0.819724,0.1646440890207237
2351,Glis2,0.6844723530728091,1.0519661,0.1646440890207237
2352,Erp44,0.6844723530728091,0.38343263,0.1646440890207237
2353,Cytip,0.6844723530728091,0.90220237,0.1646440890207237
2354,Ppp1r35,0.6844723530728091,0.51425004,0.1646440890207237
2355,Sh3bp4,0.6853480452943219,0.86934125,0.16408882155367588
2356,Wwox,0.6853480452943219,0.8794211,0.16408882155367588
2357,Rps8,0.6853480452943219,0.2519246,0.16408882155367588
2358,Npc1,0.6853480452943219,0.8557134,0.16408882155367588
2359,Tfpt,0.6853480452943219,0.7676091,0.16408882155367588
2360,Bloc1s4,0.6853480452943219,0.9533579,0.16408882155367588
2361,Gpc4,0.6853480452943219,0.39452535,0.16408882155367588
2362,Nup88,0.6857860500675811,0.47197327,0.16381135334223293
2363,Cox6c,0.6857860500675811,0.16733438,0.16381135334223293
2364,Zfp532,0.6862241604425243,0.48123923,0.16353399545770433
2365,Ice1,0.6862241604425243,0.357203,0.16353399545770433
2366,RP23-37J21.9,0.6862241604425243,0.7425049,0.16353399545770433
2367,Zfp637,0.6862241604425243,0.7591964,0.16353399545770433
2368,Fscn1,0.6862241604425243,0.4480265,0.16353399545770433
2369,Hmgxb3,0.6862241604425243,0.90485126,0.16353399545770433
2370,Mrto4,0.6862241604425243,0.88051766,0.16353399545770433
2371,Snai1,0.6866623762890303,0.40047303,0.1632567478842282
2372,Fam149a,0.6871006974768716,0.95213825,0.1629796106059365
2373,Mysm1,0.6871006974768716,0.3815721,0.1629796106059365
2374,Vti1b,0.6871006974768716,0.5489349,0.1629796106059365
2375,RP23-263B18.4,0.6871006974768716,0.7575256,0.1629796106059365
2376,Atp5j2,0.6871006974768716,0.13669318,0.1629796106059365
2377,Zfp521,0.6871006974768716,0.9240171,0.1629796106059365
2378,Prpsap1,0.6871006974768716,0.5167821,0.1629796106059365
2379,Nod1,0.6871006974768716,0.9039763,0.1629796106059365
2380,Inafm1,0.6879776553551196,0.8519391,0.16242566687140628
2381,Phf20,0.6879776553551196,0.32702264,0.16242566687140628
2382,Hps4,0.6879776553551196,0.8795419,0.16242566687140628
2383,Las1l,0.6879776553551196,0.8071343,0.16242566687140628
2384,Nxf1,0.6879776553551196,0.26889658,0.16242566687140628
2385,Ranbp10,0.6888550330333282,0.8164919,0.1618721641270538
2386,Smim12,0.6888550330333282,0.89866626,0.1618721641270538
2387,Mcur1,0.6888550330333282,0.28151262,0.1618721641270538
2388,Inpp5f,0.6888550330333282,0.79528004,0.1618721641270538
2389,Galk2,0.6888550330333282,0.79646933,0.1618721641270538
2390,Hs6st1,0.6892938789707236,0.3196114,0.16159557808646238
2391,Picalm,0.6892938789707236,0.15148304,0.16159557808646238
2392,Hyal1,0.6892938789707236,0.4270022,0.16159557808646238
2393,Trip10,0.6897328294658649,0.8071738,0.16131910224572554
2394,Arhgef10l,0.6897328294658649,0.706131,0.16131910224572554
2395,Chmp6,0.6897328294658649,0.7332095,0.16131910224572554
2396,Phb,0.6906110436054083,0.8335806,0.16076648110017455
2397,Ifi203,0.6906110436054083,0.6029259,0.16076648110017455
2398,Stk19,0.6906110436054083,0.79014856,0.16076648110017455
2399,Znrf1,0.6906110436054083,0.33024022,0.16076648110017455
2400,Mta3,0.6906110436054083,0.7236507,0.16076648110017455
2401,Jmy,0.6914896744029521,0.4539941,0.16021430056305985
2402,Ubxn4,0.6914896744029521,0.24190114,0.16021430056305985
2403,Timm8b,0.6914896744029521,0.42676476,0.16021430056305985
2404,Cyld,0.6919291457201998,0.3860433,0.1599383754828464
2405,Casp4,0.6923687208078086,0.7737737,0.1596625605069467
2406,Man2b2,0.6923687208078086,0.8738838,0.1596625605069467
2407,Fis1,0.6923687208078086,0.28276902,0.1596625605069467
2408,Pikfyve,0.6923687208078086,0.366533,0.1596625605069467
2409,Erlec1,0.6923687208078086,0.19929211,0.1596625605069467
2410,Golm1,0.6923687208078086,0.82670945,0.1596625605069467
2411,Sirt1,0.6923687208078086,0.8005127,0.1596625605069467
2412,Crnkl1,0.6932481817676125,0.45029157,0.15911126080430663
2413,Fam149b,0.6932481817676125,0.7377651,0.15911126080430663
2414,Fbxl5,0.6936880673762976,0.44199497,0.1588357760456607
2415,Akap8,0.6941280562283242,0.6153136,0.15856040132751736
2416,Zfp1,0.6941280562283242,0.77691394,0.15856040132751736
2417,RP23-204N19.8,0.6941280562283242,0.71251106,0.15856040132751736
2418,RP24-176F12.14,0.6941280562283242,0.65722275,0.15856040132751736
2419,Mrps36,0.6941280562283242,0.749033,0.15856040132751736
2420,Cdk17,0.695008343134234,0.5753644,0.1580099819488626
2421,Sdf4,0.695008343134234,0.18646036,0.1580099819488626
2422,Dcaf11,0.695008343134234,0.7913296,0.1580099819488626
2423,Lsm3,0.695448640923773,0.44487807,0.1577349372563987
2424,Sdc2,0.695448640923773,0.14131318,0.1577349372563987
2425,Sf3b3,0.695448640923773,0.25886586,0.1577349372563987
2426,Umad1,0.6967701500504797,0.36616713,0.15691046297462183
2427,Zcchc9,0.6976516679410779,0.34346324,0.1563613631231336
2428,Brd8,0.6976516679410779,0.25039655,0.1563613631231336
2429,Ak1,0.6976516679410779,0.6212282,0.1563613631231336
2430,Atp6v0d1,0.6976516679410779,0.5578351,0.1563613631231336
2431,Vps53,0.6976516679410779,0.5260252,0.1563613631231336
2432,Mrpl11,0.6980925800299876,0.70845455,0.15608697805027255
2433,Rbbp9,0.6985335940374067,0.61711717,0.15581270285797505
2434,Fbxo31,0.6994159272754603,2.1172369,0.15526448205096008
2435,Peg13,0.6994159272754603,0.2502255,0.15526448205096008
2436,Prr13,0.6994159272754603,0.27124244,0.15526448205096008
2437,Entpd7,0.6994159272754603,0.5833886,0.15526448205096008
2438,Maip1,0.6994159272754603,0.7138631,0.15526448205096008
2439,Shisa5,0.6998572462396817,0.20779775,0.15499053640417243
2440,Lrg1,0.6998572462396817,0.38484392,0.15499053640417243
2441,Pml,0.7002986665895858,0.6221369,0.15471670057380815
2442,Zfp422,0.7002986665895858,0.6183635,0.15471670057380815
2443,Mga,0.7011818109124858,0.20799471,0.1541693582981447
2444,Rcn1,0.7011818109124858,0.16883163,0.1541693582981447
2445,Tbca,0.7011818109124858,0.24077442,0.1541693582981447
2446,Elac1,0.7020653591752227,1.4295788,0.15362245509550088
2447,Med30,0.7020653591752227,0.621531,0.15362245509550088
2448,Fxn,0.7020653591752227,1.8143185,0.15362245509550088
2449,Nhlrc2,0.7025072844495395,0.5916347,0.15334916810638907
2450,Thsd7a,0.7025072844495395,0.22512157,0.15334916810638907
2451,Chmp7,0.7029493103072224,0.46683624,0.15307599083731374
2452,Tmed7,0.7029493103072224,0.6179179,0.15307599083731374
2453,Nucb1,0.7029493103072224,0.15800005,0.15307599083731374
2454,Tmem101,0.7029493103072224,1.7075,0.15307599083731374
2455,Cep290,0.7029493103072224,1.5064226,0.15307599083731374
2456,Gorasp2,0.7033914366141949,0.39084098,0.15280292327218967
2457,Hoxa3,0.7038336632362783,0.59409946,0.1525299653949259
2458,Ptbp2,0.7038336632362783,0.41213527,0.1525299653949259
2459,Bap1,0.7038336632362783,0.48917183,0.1525299653949259
2460,Plgrkt,0.7038336632362783,0.57539225,0.1525299653949259
2461,Ddx49,0.7047184168885545,1.6022098,0.1519843786395858
2462,Glud1,0.7047184168885545,0.17951454,0.1519843786395858
2463,Idi1,0.7047184168885545,1.3971679,0.1519843786395858
2464,Mlycd,0.7047184168885545,0.42250976,0.1519843786395858
2465,Tysnd1,0.7047184168885545,1.4747787,0.1519843786395858
2466,Litaf,0.7047184168885545,0.40143463,0.1519843786395858
2467,Pdap1,0.7056035701885908,0.3057852,0.15143923044244742
2468,Srpr,0.7056035701885908,0.19643563,0.15143923044244742
2469,Rnf181,0.7056035701885908,0.44155553,0.15143923044244742
2470,Bbc3,0.7056035701885908,1.5832893,0.15143923044244742
2471,Arhgap12,0.7056035701885908,0.60099363,0.15143923044244742
2472,Zfp511,0.706046296369994,1.3079258,0.1511668207629137
2473,Tmem97,0.706046296369994,1.2315221,0.1511668207629137
2474,Ccdc32,0.706046296369994,1.2443961,0.1511668207629137
2475,RP23-372N15.4,0.7064891220593053,1.2542186,0.15089452067457038
2476,Plppr3,0.7064891220593053,0.49119064,0.15089452067457038
2477,Stat3,0.7069320471216364,0.13961975,0.15062233016128523
2478,Tecr,0.7069320471216364,0.29553717,0.15062233016128523
2479,D030056L22Rik,0.7073750714219987,1.4499202,0.15035024920692003
2480,Hist3h2a,0.7073750714219987,1.3739088,0.15035024920692003
2481,Clec7a,0.7073750714219987,0.48624295,0.15035024920692003
2482,St3gal2,0.7073750714219987,0.54141754,0.15035024920692003
2483,Dopey2,0.7073750714219987,1.4645838,0.15035024920692003
2484,Chchd7,0.7073750714219987,0.36470252,0.15035024920692003
2485,Unc119b,0.7078181948253031,1.1044502,0.15007827779533056
2486,Arl3,0.708261417196359,0.5790499,0.14980641591036692
2487,Zfp706,0.708261417196359,0.18272994,0.14980641591036692
2488,Tial1,0.708261417196359,0.2557863,0.14980641591036692
2489,Rnaset2a,0.708261417196359,1.2609245,0.14980641591036692
2490,Pde6d,0.708261417196359,1.3176987,0.14980641591036692
2491,Gm26735,0.708261417196359,1.3300797,0.14980641591036692
2492,2310039H08Rik,0.7087047383998764,1.1253529,0.14953466353587314
2493,Ank,0.7087047383998764,1.1212282,0.14953466353587314
2494,Tmem199,0.709148158300464,1.377589,0.14926302065568747
2495,Phc2,0.709148158300464,0.42698932,0.14926302065568747
2496,Mllt11,0.709148158300464,1.2172549,0.14926302065568747
2497,Rrn3,0.709148158300464,1.1871065,0.14926302065568747
2498,Klhl22,0.709148158300464,0.506013,0.14926302065568747
2499,Lipa,0.7095916767626309,0.36850876,0.14899148725364206
2500,Mob3b,0.710035293650786,1.1418278,0.14872006331356324
2501,Arhgef10,0.710035293650786,1.4847809,0.14872006331356324
2502,Pi4ka,0.710035293650786,0.45450696,0.14872006331356324
2503,Tnfsf12,0.710035293650786,0.3690258,0.14872006331356324
2504,Arl4a,0.7104790088292379,1.0316797,0.1484487488192716
2505,Lrp1,0.7104790088292379,0.21744937,0.1484487488192716
2506,Rrs1,0.7104790088292379,1.2652891,0.1484487488192716
2507,Tfcp2,0.7104790088292379,0.49537534,0.1484487488192716
2508,Kansl1l,0.7109228221621956,0.4342675,0.14817754375458148
2509,Rspry1,0.7109228221621956,0.42279324,0.14817754375458148
2510,Prkaca,0.7109228221621956,0.871435,0.14817754375458148
2511,Ctdp1,0.7109228221621956,1.2411219,0.14817754375458148
2512,B3galt6,0.7109228221621956,1.1011003,0.14817754375458148
2513,Mrgbp,0.7113667335137683,1.0978552,0.1479064481033016
2514,Frmd8,0.7113667335137683,1.0470805,0.1479064481033016
2515,Slc31a2,0.7113667335137683,0.9611128,0.1479064481033016
2516,Prr7,0.7118107427479656,1.0438257,0.14763546184923462
2517,Bcs1l,0.7118107427479656,1.038899,0.14763546184923462
2518,Col18a1,0.7118107427479656,0.9787064,0.14763546184923462
2519,Fbxo17,0.7118107427479656,1.1186316,0.14763546184923462
2520,Ift57,0.7118107427479656,1.0579398,0.14763546184923462
2521,Mapk1ip1,0.7118107427479656,1.1803871,0.14763546184923462
2522,RP23-372I17.5,0.7118107427479656,1.0349011,0.14763546184923462
2523,Cipc,0.7126990543197748,1.2086041,0.14709381746792066
2524,Flot1,0.7126990543197748,0.42989752,0.14709381746792066
2525,Aen,0.7126990543197748,1.0113496,0.14709381746792066
2526,Srcap,0.7126990543197748,0.9112942,0.14709381746792066
2527,Slc30a6,0.7126990543197748,0.94818777,0.14709381746792066
2528,Mfsd6,0.7126990543197748,0.95692664,0.14709381746792066
2529,Rere,0.7126990543197748,0.1958659,0.14709381746792066
2530,Fam193b,0.7126990543197748,0.4761756,0.14709381746792066
2531,Stx18,0.7131433563849088,1.0041579,0.14682315930824946
2532,Tmem170b,0.7131433563849088,0.9543224,0.14682315930824946
2533,Nfkbie,0.7135877557877119,0.45303193,0.14655261048094273
2534,Gfpt1,0.7135877557877119,0.22810894,0.14655261048094273
