,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
10568,MonoPro/Icam2|L@ResMac/Itgam_Itgb2|R,MonoPro/Icam2|L,ResMac/Itgam_Itgb2|R,0.13006607,Ligand,Receptor,Icam2|L,Itgam_Itgb2|R,MonoPro,ResMac,MonoPro@ResMac,LR
10571,MonoPro/Igfbp4|L@Ery/Lrp6|R,MonoPro/Igfbp4|L,Ery/Lrp6|R,-0.23283234,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,Ery,MonoPro@Ery,LR
10572,MonoPro/Igfbp4|L@Fibro/Lrp6|R,MonoPro/Igfbp4|L,Fibro/Lrp6|R,-0.17363554,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,Fibro,MonoPro@Fibro,LR
10573,MonoPro/Igfbp4|L@MK/Lrp6|R,MonoPro/Igfbp4|L,MK/Lrp6|R,-0.21574396,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,MK,MonoPro@MK,LR
10574,MonoPro/Igfbp4|L@MonoPro/Lrp6|R,MonoPro/Igfbp4|L,MonoPro/Lrp6|R,-0.19224429,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10575,MonoPro/Igfbp4|L@Neut1/Lrp6|R,MonoPro/Igfbp4|L,Neut1/Lrp6|R,0.4802857,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,Neut1,MonoPro@Neut1,LR
10576,MonoPro/Igfbp4|L@OsteoCAR/Lrp6|R,MonoPro/Igfbp4|L,OsteoCAR/Lrp6|R,-0.22571236,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10577,MonoPro/Igfbp4|L@Spp1+Mac/Lrp6|R,MonoPro/Igfbp4|L,Spp1+Mac/Lrp6|R,-0.7435924,Ligand,Receptor,Igfbp4|L,Lrp6|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10582,MonoPro/Il16|L@Baso/Cd9|R,MonoPro/Il16|L,Baso/Cd9|R,0.50132346,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,Baso,MonoPro@Baso,LR
10584,MonoPro/Il16|L@Fibro/Cd9|R,MonoPro/Il16|L,Fibro/Cd9|R,0.33554727,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,Fibro,MonoPro@Fibro,LR
10585,MonoPro/Il16|L@MK/Cd9|R,MonoPro/Il16|L,MK/Cd9|R,-0.32951763,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,MK,MonoPro@MK,LR
10586,MonoPro/Il16|L@Neut1/Cd9|R,MonoPro/Il16|L,Neut1/Cd9|R,0.2843334,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,Neut1,MonoPro@Neut1,LR
10588,MonoPro/Il16|L@OsteoCAR/Cd9|R,MonoPro/Il16|L,OsteoCAR/Cd9|R,0.617416,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10589,MonoPro/Il16|L@ResMac/Ccr5|R,MonoPro/Il16|L,ResMac/Ccr5|R,-0.21955304,Ligand,Receptor,Il16|L,Ccr5|R,MonoPro,ResMac,MonoPro@ResMac,LR
10590,MonoPro/Il16|L@Spp1+Mac/Cd9|R,MonoPro/Il16|L,Spp1+Mac/Cd9|R,-0.44203767,Ligand,Receptor,Il16|L,Cd9|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10592,MonoPro/Irak4|L@Ly6ClowMac/Tlr7|R,MonoPro/Irak4|L,Ly6ClowMac/Tlr7|R,0.18048671,Ligand,Receptor,Irak4|L,Tlr7|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10593,MonoPro/Irak4|L@OsteoCAR/Tlr4|R,MonoPro/Irak4|L,OsteoCAR/Tlr4|R,0.09939447,Ligand,Receptor,Irak4|L,Tlr4|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10594,MonoPro/Irak4|L@ResMac/Tlr7|R,MonoPro/Irak4|L,ResMac/Tlr7|R,0.19693555,Ligand,Receptor,Irak4|L,Tlr7|R,MonoPro,ResMac,MonoPro@ResMac,LR
10596,MonoPro/Itgb3bp|L@Fibro/Itgb5|R,MonoPro/Itgb3bp|L,Fibro/Itgb5|R,0.026489377,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,Fibro,MonoPro@Fibro,LR
10597,MonoPro/Itgb3bp|L@InfiltMac/Itgb5|R,MonoPro/Itgb3bp|L,InfiltMac/Itgb5|R,0.16898212,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10598,MonoPro/Itgb3bp|L@Ly6ClowMac/Itgb5|R,MonoPro/Itgb3bp|L,Ly6ClowMac/Itgb5|R,0.25098145,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10599,MonoPro/Itgb3bp|L@MK/Itgb3|R,MonoPro/Itgb3bp|L,MK/Itgb3|R,0.16672982,Ligand,Receptor,Itgb3bp|L,Itgb3|R,MonoPro,MK,MonoPro@MK,LR
10600,MonoPro/Itgb3bp|L@OsteoCAR/Itgb5|R,MonoPro/Itgb3bp|L,OsteoCAR/Itgb5|R,0.16461894,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10601,MonoPro/Itgb3bp|L@ResMac/Itgb5|R,MonoPro/Itgb3bp|L,ResMac/Itgb5|R,0.22072366,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,ResMac,MonoPro@ResMac,LR
10602,MonoPro/Itgb3bp|L@Spp1+Mac/Itgb3|R,MonoPro/Itgb3bp|L,Spp1+Mac/Itgb3|R,0.19945735,Ligand,Receptor,Itgb3bp|L,Itgb3|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10603,MonoPro/Itgb3bp|L@Spp1+Mac/Itgb5|R,MonoPro/Itgb3bp|L,Spp1+Mac/Itgb5|R,0.26982605,Ligand,Receptor,Itgb3bp|L,Itgb5|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10604,MonoPro/Lcn2|L@Baso/Fcgr3|R,MonoPro/Lcn2|L,Baso/Fcgr3|R,1.1147952,Ligand,Receptor,Lcn2|L,Fcgr3|R,MonoPro,Baso,MonoPro@Baso,LR
10605,MonoPro/Lgals1|L@Baso/Cd69|R,MonoPro/Lgals1|L,Baso/Cd69|R,0.83471113,Ligand,Receptor,Lgals1|L,Cd69|R,MonoPro,Baso,MonoPro@Baso,LR
10606,MonoPro/Lgals1|L@Baso/Itgb1|R,MonoPro/Lgals1|L,Baso/Itgb1|R,1.230261,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,Baso,MonoPro@Baso,LR
10609,MonoPro/Lgals1|L@Ery/Itgb1|R,MonoPro/Lgals1|L,Ery/Itgb1|R,-1.0927484,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,Ery,MonoPro@Ery,LR
10610,MonoPro/Lgals1|L@Fibro/Itgb1|R,MonoPro/Lgals1|L,Fibro/Itgb1|R,0.19532394,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,Fibro,MonoPro@Fibro,LR
10611,MonoPro/Lgals1|L@InfiltMac/Itgb1|R,MonoPro/Lgals1|L,InfiltMac/Itgb1|R,1.2610836,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10612,MonoPro/Lgals1|L@InfiltMac/Ptprc|R,MonoPro/Lgals1|L,InfiltMac/Ptprc|R,0.16411102,Ligand,Receptor,Lgals1|L,Ptprc|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10613,MonoPro/Lgals1|L@Ly6ClowMac/Itgb1|R,MonoPro/Lgals1|L,Ly6ClowMac/Itgb1|R,0.305524,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10614,MonoPro/Lgals1|L@Ly6ClowMac/Ptprc|R,MonoPro/Lgals1|L,Ly6ClowMac/Ptprc|R,0.16117787,Ligand,Receptor,Lgals1|L,Ptprc|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10615,MonoPro/Lgals1|L@MK/Cd69|R,MonoPro/Lgals1|L,MK/Cd69|R,0.8230889,Ligand,Receptor,Lgals1|L,Cd69|R,MonoPro,MK,MonoPro@MK,LR
10616,MonoPro/Lgals1|L@MonoPro/Cd69|R,MonoPro/Lgals1|L,MonoPro/Cd69|R,0.8432246,Ligand,Receptor,Lgals1|L,Cd69|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10617,MonoPro/Lgals1|L@OsteoCAR/Itgb1|R,MonoPro/Lgals1|L,OsteoCAR/Itgb1|R,0.1747179,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10618,MonoPro/Lgals1|L@ResMac/Itgb1|R,MonoPro/Lgals1|L,ResMac/Itgb1|R,0.33823657,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,ResMac,MonoPro@ResMac,LR
10619,MonoPro/Lgals1|L@ResMac/Ptprc|R,MonoPro/Lgals1|L,ResMac/Ptprc|R,0.25816047,Ligand,Receptor,Lgals1|L,Ptprc|R,MonoPro,ResMac,MonoPro@ResMac,LR
10620,MonoPro/Lgals1|L@Spp1+Mac/Itgb1|R,MonoPro/Lgals1|L,Spp1+Mac/Itgb1|R,-1.1968293,Ligand,Receptor,Lgals1|L,Itgb1|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10625,MonoPro/Lin7c|L@Fibro/Abca1|R,MonoPro/Lin7c|L,Fibro/Abca1|R,0.012568921,Ligand,Receptor,Lin7c|L,Abca1|R,MonoPro,Fibro,MonoPro@Fibro,LR
10626,MonoPro/Lin7c|L@Ly6ClowMac/Abca1|R,MonoPro/Lin7c|L,Ly6ClowMac/Abca1|R,0.19367039,Ligand,Receptor,Lin7c|L,Abca1|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10627,MonoPro/Lin7c|L@OsteoCAR/Abca1|R,MonoPro/Lin7c|L,OsteoCAR/Abca1|R,0.0048063397,Ligand,Receptor,Lin7c|L,Abca1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10628,MonoPro/Lin7c|L@ResMac/Abca1|R,MonoPro/Lin7c|L,ResMac/Abca1|R,0.17689866,Ligand,Receptor,Lin7c|L,Abca1|R,MonoPro,ResMac,MonoPro@ResMac,LR
10629,MonoPro/Lin7c|L@Spp1+Mac/Abca1|R,MonoPro/Lin7c|L,Spp1+Mac/Abca1|R,-0.1974827,Ligand,Receptor,Lin7c|L,Abca1|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10631,MonoPro/Lman1|L@Baso/Mcfd2|R,MonoPro/Lman1|L,Baso/Mcfd2|R,0.5382492,Ligand,Receptor,Lman1|L,Mcfd2|R,MonoPro,Baso,MonoPro@Baso,LR
10634,MonoPro/Lman1|L@MK/Mcfd2|R,MonoPro/Lman1|L,MK/Mcfd2|R,0.15632161,Ligand,Receptor,Lman1|L,Mcfd2|R,MonoPro,MK,MonoPro@MK,LR
10635,MonoPro/Lman1|L@MonoPro/Mcfd2|R,MonoPro/Lman1|L,MonoPro/Mcfd2|R,0.1762659,Ligand,Receptor,Lman1|L,Mcfd2|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10636,MonoPro/Lman1|L@OsteoCAR/Mcfd2|R,MonoPro/Lman1|L,OsteoCAR/Mcfd2|R,0.17010128,Ligand,Receptor,Lman1|L,Mcfd2|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10637,MonoPro/Lman1|L@Spp1+Mac/Mcfd2|R,MonoPro/Lman1|L,Spp1+Mac/Mcfd2|R,0.1970616,Ligand,Receptor,Lman1|L,Mcfd2|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10641,MonoPro/Lrpap1|L@Fibro/Ldlr|R,MonoPro/Lrpap1|L,Fibro/Ldlr|R,-0.22964779,Ligand,Receptor,Lrpap1|L,Ldlr|R,MonoPro,Fibro,MonoPro@Fibro,LR
10642,MonoPro/Lrpap1|L@Fibro/Lrp1|R,MonoPro/Lrpap1|L,Fibro/Lrp1|R,0.0755592,Ligand,Receptor,Lrpap1|L,Lrp1|R,MonoPro,Fibro,MonoPro@Fibro,LR
10643,MonoPro/Lrpap1|L@Fibro/Vldlr|R,MonoPro/Lrpap1|L,Fibro/Vldlr|R,0.071472645,Ligand,Receptor,Lrpap1|L,Vldlr|R,MonoPro,Fibro,MonoPro@Fibro,LR
10644,MonoPro/Lrpap1|L@InfiltMac/Lrp1|R,MonoPro/Lrpap1|L,InfiltMac/Lrp1|R,0.04610133,Ligand,Receptor,Lrpap1|L,Lrp1|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10645,MonoPro/Lrpap1|L@InfiltMac/Sorl1|R,MonoPro/Lrpap1|L,InfiltMac/Sorl1|R,-0.014035463,Ligand,Receptor,Lrpap1|L,Sorl1|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10646,MonoPro/Lrpap1|L@InfiltMac/Sort1|R,MonoPro/Lrpap1|L,InfiltMac/Sort1|R,0.08199662,Ligand,Receptor,Lrpap1|L,Sort1|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10647,MonoPro/Lrpap1|L@Ly6ClowMac/Lrp1|R,MonoPro/Lrpap1|L,Ly6ClowMac/Lrp1|R,0.084156334,Ligand,Receptor,Lrpap1|L,Lrp1|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10648,MonoPro/Lrpap1|L@Ly6ClowMac/Sorl1|R,MonoPro/Lrpap1|L,Ly6ClowMac/Sorl1|R,0.3779812,Ligand,Receptor,Lrpap1|L,Sorl1|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10649,MonoPro/Lrpap1|L@Ly6ClowMac/Sort1|R,MonoPro/Lrpap1|L,Ly6ClowMac/Sort1|R,0.34818608,Ligand,Receptor,Lrpap1|L,Sort1|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10650,MonoPro/Lrpap1|L@MonoPro/Sorl1|R,MonoPro/Lrpap1|L,MonoPro/Sorl1|R,-0.4040193,Ligand,Receptor,Lrpap1|L,Sorl1|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10651,MonoPro/Lrpap1|L@MonoPro/Sort1|R,MonoPro/Lrpap1|L,MonoPro/Sort1|R,-0.00482738,Ligand,Receptor,Lrpap1|L,Sort1|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10652,MonoPro/Lrpap1|L@Neut1/Sorl1|R,MonoPro/Lrpap1|L,Neut1/Sorl1|R,-0.100878716,Ligand,Receptor,Lrpap1|L,Sorl1|R,MonoPro,Neut1,MonoPro@Neut1,LR
10653,MonoPro/Lrpap1|L@Neut1/Sort1|R,MonoPro/Lrpap1|L,Neut1/Sort1|R,-0.0042032003,Ligand,Receptor,Lrpap1|L,Sort1|R,MonoPro,Neut1,MonoPro@Neut1,LR
10656,MonoPro/Lrpap1|L@OsteoCAR/Lrp1|R,MonoPro/Lrpap1|L,OsteoCAR/Lrp1|R,0.11724424,Ligand,Receptor,Lrpap1|L,Lrp1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10657,MonoPro/Lrpap1|L@ResMac/Lrp1|R,MonoPro/Lrpap1|L,ResMac/Lrp1|R,0.17979783,Ligand,Receptor,Lrpap1|L,Lrp1|R,MonoPro,ResMac,MonoPro@ResMac,LR
10658,MonoPro/Lrpap1|L@ResMac/Sorl1|R,MonoPro/Lrpap1|L,ResMac/Sorl1|R,0.40284348,Ligand,Receptor,Lrpap1|L,Sorl1|R,MonoPro,ResMac,MonoPro@ResMac,LR
10660,MonoPro/Ltf|L@Baso/Il1rl1|R,MonoPro/Ltf|L,Baso/Il1rl1|R,0.5339067,Ligand,Receptor,Ltf|L,Il1rl1|R,MonoPro,Baso,MonoPro@Baso,LR
10661,MonoPro/Ltf|L@Baso/Treml2|R,MonoPro/Ltf|L,Baso/Treml2|R,0.45229608,Ligand,Receptor,Ltf|L,Treml2|R,MonoPro,Baso,MonoPro@Baso,LR
10662,MonoPro/Ltf|L@Ery/Tfrc|R,MonoPro/Ltf|L,Ery/Tfrc|R,-0.14673162,Ligand,Receptor,Ltf|L,Tfrc|R,MonoPro,Ery,MonoPro@Ery,LR
10663,MonoPro/Ltf|L@Fibro/Lrp1|R,MonoPro/Ltf|L,Fibro/Lrp1|R,-0.07198244,Ligand,Receptor,Ltf|L,Lrp1|R,MonoPro,Fibro,MonoPro@Fibro,LR
10664,MonoPro/Ltf|L@OsteoCAR/Lrp1|R,MonoPro/Ltf|L,OsteoCAR/Lrp1|R,-0.030297399,Ligand,Receptor,Ltf|L,Lrp1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10665,MonoPro/Ly86|L@Ly6ClowMac/Cd180|R,MonoPro/Ly86|L,Ly6ClowMac/Cd180|R,-0.29092896,Ligand,Receptor,Ly86|L,Cd180|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10666,MonoPro/Mfng|L@Baso/Notch1|R,MonoPro/Mfng|L,Baso/Notch1|R,0.20836353,Ligand,Receptor,Mfng|L,Notch1|R,MonoPro,Baso,MonoPro@Baso,LR
10670,MonoPro/Mfng|L@InfiltMac/Notch1|R,MonoPro/Mfng|L,InfiltMac/Notch1|R,0.16752474,Ligand,Receptor,Mfng|L,Notch1|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10671,MonoPro/Mfng|L@InfiltMac/Notch2|R,MonoPro/Mfng|L,InfiltMac/Notch2|R,0.2227285,Ligand,Receptor,Mfng|L,Notch2|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10672,MonoPro/Mfng|L@Ly6ClowMac/Notch2|R,MonoPro/Mfng|L,Ly6ClowMac/Notch2|R,0.22184353,Ligand,Receptor,Mfng|L,Notch2|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10680,MonoPro/Mif|L@Ery/Cd74_Cxcr4|R,MonoPro/Mif|L,Ery/Cd74_Cxcr4|R,-0.6146028,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,MonoPro,Ery,MonoPro@Ery,LR
10681,MonoPro/Mif|L@Fibro/Ackr3|R,MonoPro/Mif|L,Fibro/Ackr3|R,0.061760306,Ligand,Receptor,Mif|L,Ackr3|R,MonoPro,Fibro,MonoPro@Fibro,LR
10682,MonoPro/Mif|L@Fibro/Egfr|R,MonoPro/Mif|L,Fibro/Egfr|R,0.09618217,Ligand,Receptor,Mif|L,Egfr|R,MonoPro,Fibro,MonoPro@Fibro,LR
10683,MonoPro/Mif|L@InfiltMac/Cd44_Cd74|R,MonoPro/Mif|L,InfiltMac/Cd44_Cd74|R,0.07491207,Ligand,Receptor,Mif|L,Cd44_Cd74|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10684,MonoPro/Mif|L@InfiltMac/Cd74_Cxcr4|R,MonoPro/Mif|L,InfiltMac/Cd74_Cxcr4|R,0.63536066,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10685,MonoPro/Mif|L@Ly6ClowMac/Cd44_Cd74|R,MonoPro/Mif|L,Ly6ClowMac/Cd44_Cd74|R,0.05164796,Ligand,Receptor,Mif|L,Cd44_Cd74|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10686,MonoPro/Mif|L@Ly6ClowMac/Cd74_Cxcr4|R,MonoPro/Mif|L,Ly6ClowMac/Cd74_Cxcr4|R,0.028071105,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10687,MonoPro/Mif|L@OsteoCAR/Egfr|R,MonoPro/Mif|L,OsteoCAR/Egfr|R,0.027451634,Ligand,Receptor,Mif|L,Egfr|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10688,MonoPro/Mif|L@ResMac/Cd44_Cd74|R,MonoPro/Mif|L,ResMac/Cd44_Cd74|R,-0.030753553,Ligand,Receptor,Mif|L,Cd44_Cd74|R,MonoPro,ResMac,MonoPro@ResMac,LR
10689,MonoPro/Mif|L@ResMac/Cd74_Cxcr4|R,MonoPro/Mif|L,ResMac/Cd74_Cxcr4|R,0.7163445,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,MonoPro,ResMac,MonoPro@ResMac,LR
10690,MonoPro/Mif|L@Spp1+Mac/Cd44_Cd74|R,MonoPro/Mif|L,Spp1+Mac/Cd44_Cd74|R,-0.8295133,Ligand,Receptor,Mif|L,Cd44_Cd74|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10691,MonoPro/Mif|L@Spp1+Mac/Cd74_Cxcr4|R,MonoPro/Mif|L,Spp1+Mac/Cd74_Cxcr4|R,0.059699714,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10694,MonoPro/Ncam1|L@Baso/Ptpra|R,MonoPro/Ncam1|L,Baso/Ptpra|R,-0.08137107,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Baso,MonoPro@Baso,LR
10697,MonoPro/Ncam1|L@Ery/Ptpra|R,MonoPro/Ncam1|L,Ery/Ptpra|R,-0.37924272,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Ery,MonoPro@Ery,LR
10698,MonoPro/Ncam1|L@Fibro/Fgfr1|R,MonoPro/Ncam1|L,Fibro/Fgfr1|R,-0.18857953,Ligand,Receptor,Ncam1|L,Fgfr1|R,MonoPro,Fibro,MonoPro@Fibro,LR
10699,MonoPro/Ncam1|L@Fibro/Ptpra|R,MonoPro/Ncam1|L,Fibro/Ptpra|R,-0.06819895,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Fibro,MonoPro@Fibro,LR
10700,MonoPro/Ncam1|L@InfiltMac/Ptpra|R,MonoPro/Ncam1|L,InfiltMac/Ptpra|R,-0.09680435,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,InfiltMac,MonoPro@InfiltMac,LR
10701,MonoPro/Ncam1|L@Ly6ClowMac/Ptpra|R,MonoPro/Ncam1|L,Ly6ClowMac/Ptpra|R,0.21775597,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10702,MonoPro/Ncam1|L@MK/Ptpra|R,MonoPro/Ncam1|L,MK/Ptpra|R,-0.09270048,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,MK,MonoPro@MK,LR
10703,MonoPro/Ncam1|L@MonoPro/Ptpra|R,MonoPro/Ncam1|L,MonoPro/Ptpra|R,-0.11854717,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10704,MonoPro/Ncam1|L@Neut1/Ptpra|R,MonoPro/Ncam1|L,Neut1/Ptpra|R,-0.1132063,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Neut1,MonoPro@Neut1,LR
10706,MonoPro/Ncam1|L@OsteoCAR/Fgfr1|R,MonoPro/Ncam1|L,OsteoCAR/Fgfr1|R,0.04303068,Ligand,Receptor,Ncam1|L,Fgfr1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10707,MonoPro/Ncam1|L@OsteoCAR/Fgfr2|R,MonoPro/Ncam1|L,OsteoCAR/Fgfr2|R,-0.19146371,Ligand,Receptor,Ncam1|L,Fgfr2|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10708,MonoPro/Ncam1|L@OsteoCAR/Ptpra|R,MonoPro/Ncam1|L,OsteoCAR/Ptpra|R,-0.13957709,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10709,MonoPro/Ncam1|L@ResMac/Ptpra|R,MonoPro/Ncam1|L,ResMac/Ptpra|R,-0.14583668,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,ResMac,MonoPro@ResMac,LR
10710,MonoPro/Ncam1|L@Spp1+Mac/Ptpra|R,MonoPro/Ncam1|L,Spp1+Mac/Ptpra|R,-0.089968234,Ligand,Receptor,Ncam1|L,Ptpra|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10712,MonoPro/Nrg2|L@Fibro/Nrp2|R,MonoPro/Nrg2|L,Fibro/Nrp2|R,-0.00344041,Ligand,Receptor,Nrg2|L,Nrp2|R,MonoPro,Fibro,MonoPro@Fibro,LR
10713,MonoPro/Nrg2|L@Ly6ClowMac/Nrp2|R,MonoPro/Nrg2|L,Ly6ClowMac/Nrp2|R,0.16947329,Ligand,Receptor,Nrg2|L,Nrp2|R,MonoPro,Ly6ClowMac,MonoPro@Ly6ClowMac,LR
10714,MonoPro/Nrg2|L@OsteoCAR/Nrp2|R,MonoPro/Nrg2|L,OsteoCAR/Nrp2|R,0.14605612,Ligand,Receptor,Nrg2|L,Nrp2|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10715,MonoPro/Nrg2|L@Spp1+Mac/Nrp2|R,MonoPro/Nrg2|L,Spp1+Mac/Nrp2|R,-0.83561534,Ligand,Receptor,Nrg2|L,Nrp2|R,MonoPro,Spp1+Mac,MonoPro@Spp1+Mac,LR
10716,MonoPro/Nucb2|L@Baso/Erap1|R,MonoPro/Nucb2|L,Baso/Erap1|R,-0.02186516,Ligand,Receptor,Nucb2|L,Erap1|R,MonoPro,Baso,MonoPro@Baso,LR
10718,MonoPro/Nucb2|L@Ery/Erap1|R,MonoPro/Nucb2|L,Ery/Erap1|R,0.021258205,Ligand,Receptor,Nucb2|L,Erap1|R,MonoPro,Ery,MonoPro@Ery,LR
10719,MonoPro/Nucb2|L@MK/Erap1|R,MonoPro/Nucb2|L,MK/Erap1|R,-0.0008444786,Ligand,Receptor,Nucb2|L,Erap1|R,MonoPro,MK,MonoPro@MK,LR
10720,MonoPro/Nucb2|L@MonoPro/Erap1|R,MonoPro/Nucb2|L,MonoPro/Erap1|R,0.013002127,Ligand,Receptor,Nucb2|L,Erap1|R,MonoPro,MonoPro,MonoPro@MonoPro,LR
10721,MonoPro/Nucb2|L@OsteoCAR/Erap1|R,MonoPro/Nucb2|L,OsteoCAR/Erap1|R,0.005499035,Ligand,Receptor,Nucb2|L,Erap1|R,MonoPro,OsteoCAR,MonoPro@OsteoCAR,LR
10724,MonoPro/Pam|L@Baso/Dpp4|R,MonoPro/Pam|L,Baso/Dpp4|R,0.34611255,Ligand,Receptor,Pam|L,Dpp4|R,MonoPro,Baso,MonoPro@Baso,LR
10725,MonoPro/Pam|L@Fibro/Dpp4|R,MonoPro/Pam|L,Fibro/Dpp4|R,0.005241886,Ligand,Receptor,Pam|L,Dpp4|R,MonoPro,Fibro,MonoPro@Fibro,LR
10726,MonoPro/Pam|L@Fibro/Fap|R,MonoPro/Pam|L,Fibro/Fap|R,-0.25911617,Ligand,Receptor,Pam|L,Fap|R,MonoPro,Fibro,MonoPro@Fibro,LR
10727,MonoPro/Pam|L@MK/Dpp4|R,MonoPro/Pam|L,MK/Dpp4|R,0.20870015,Ligand,Receptor,Pam|L,Dpp4|R,MonoPro,MK,MonoPro@MK,LR
