,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
5908,Fibro/Fn1|L@MK/Itga4_Itgb1|R,Fibro/Fn1|L,MK/Itga4_Itgb1|R,-0.1718322,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,MK,Fibro@MK,LR
5909,Fibro/Fn1|L@MK/Itga4_Itgb7|R,Fibro/Fn1|L,MK/Itga4_Itgb7|R,-0.24386537,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,Fibro,MK,Fibro@MK,LR
5910,Fibro/Fn1|L@MK/Itga6|R,Fibro/Fn1|L,MK/Itga6|R,-0.24694186,Ligand,Receptor,Fn1|L,Itga6|R,Fibro,MK,Fibro@MK,LR
5911,Fibro/Fn1|L@MonoPro/Cd44|R,Fibro/Fn1|L,MonoPro/Cd44|R,-0.2429775,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,MonoPro,Fibro@MonoPro,LR
5912,Fibro/Fn1|L@MonoPro/Dpp4|R,Fibro/Fn1|L,MonoPro/Dpp4|R,0.6011833,Ligand,Receptor,Fn1|L,Dpp4|R,Fibro,MonoPro,Fibro@MonoPro,LR
5913,Fibro/Fn1|L@MonoPro/Itga4_Itgb1|R,Fibro/Fn1|L,MonoPro/Itga4_Itgb1|R,-1.0759983,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,MonoPro,Fibro@MonoPro,LR
5914,Fibro/Fn1|L@MonoPro/Itga5_Itgb1|R,Fibro/Fn1|L,MonoPro/Itga5_Itgb1|R,-0.22721398,Ligand,Receptor,Fn1|L,Itga5_Itgb1|R,Fibro,MonoPro,Fibro@MonoPro,LR
5915,Fibro/Fn1|L@MonoPro/Itga6|R,Fibro/Fn1|L,MonoPro/Itga6|R,-0.18619734,Ligand,Receptor,Fn1|L,Itga6|R,Fibro,MonoPro,Fibro@MonoPro,LR
5916,Fibro/Fn1|L@MonoPro/Plaur|R,Fibro/Fn1|L,MonoPro/Plaur|R,0.5880636,Ligand,Receptor,Fn1|L,Plaur|R,Fibro,MonoPro,Fibro@MonoPro,LR
5917,Fibro/Fn1|L@Neut1/C5ar1|R,Fibro/Fn1|L,Neut1/C5ar1|R,-0.18616092,Ligand,Receptor,Fn1|L,C5ar1|R,Fibro,Neut1,Fibro@Neut1,LR
5918,Fibro/Fn1|L@Neut1/Cd44|R,Fibro/Fn1|L,Neut1/Cd44|R,-0.24104536,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,Neut1,Fibro@Neut1,LR
5919,Fibro/Fn1|L@Neut1/Itga4_Itgb1|R,Fibro/Fn1|L,Neut1/Itga4_Itgb1|R,-0.9320504,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,Neut1,Fibro@Neut1,LR
5920,Fibro/Fn1|L@Neut1/Itga6|R,Fibro/Fn1|L,Neut1/Itga6|R,0.5948414,Ligand,Receptor,Fn1|L,Itga6|R,Fibro,Neut1,Fibro@Neut1,LR
5921,Fibro/Fn1|L@Neut1/Plaur|R,Fibro/Fn1|L,Neut1/Plaur|R,-0.12858504,Ligand,Receptor,Fn1|L,Plaur|R,Fibro,Neut1,Fibro@Neut1,LR
5922,Fibro/Fn1|L@Neut2/C5ar1|R,Fibro/Fn1|L,Neut2/C5ar1|R,-0.14652562,Ligand,Receptor,Fn1|L,C5ar1|R,Fibro,Neut2,Fibro@Neut2,LR
5923,Fibro/Fn1|L@Neut2/Cd44|R,Fibro/Fn1|L,Neut2/Cd44|R,-0.22158664,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,Neut2,Fibro@Neut2,LR
5924,Fibro/Fn1|L@Neut2/Itga4_Itgb1|R,Fibro/Fn1|L,Neut2/Itga4_Itgb1|R,-0.92520356,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,Neut2,Fibro@Neut2,LR
5925,Fibro/Fn1|L@Neut2/Plaur|R,Fibro/Fn1|L,Neut2/Plaur|R,-0.10737842,Ligand,Receptor,Fn1|L,Plaur|R,Fibro,Neut2,Fibro@Neut2,LR
5931,Fibro/Fn1|L@ResMac/Cd44|R,Fibro/Fn1|L,ResMac/Cd44|R,-0.26443928,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,ResMac,Fibro@ResMac,LR
5932,Fibro/Fn1|L@ResMac/Dpp4|R,Fibro/Fn1|L,ResMac/Dpp4|R,-0.21866232,Ligand,Receptor,Fn1|L,Dpp4|R,Fibro,ResMac,Fibro@ResMac,LR
5933,Fibro/Fn1|L@ResMac/Itga4_Itgb1|R,Fibro/Fn1|L,ResMac/Itga4_Itgb1|R,-0.08050895,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,ResMac,Fibro@ResMac,LR
5934,Fibro/Fn1|L@ResMac/Itga4_Itgb7|R,Fibro/Fn1|L,ResMac/Itga4_Itgb7|R,-0.31250358,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,Fibro,ResMac,Fibro@ResMac,LR
5935,Fibro/Fn1|L@ResMac/Itgav_Itgb1|R,Fibro/Fn1|L,ResMac/Itgav_Itgb1|R,0.6390489,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,Fibro,ResMac,Fibro@ResMac,LR
5936,Fibro/Fn1|L@ResMac/Plaur|R,Fibro/Fn1|L,ResMac/Plaur|R,0.62707543,Ligand,Receptor,Fn1|L,Plaur|R,Fibro,ResMac,Fibro@ResMac,LR
5937,Fibro/Fn1|L@Spp1+Mac/Cd44|R,Fibro/Fn1|L,Spp1+Mac/Cd44|R,-1.0618645,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5938,Fibro/Fn1|L@Spp1+Mac/Itga4_Itgb1|R,Fibro/Fn1|L,Spp1+Mac/Itga4_Itgb1|R,-1.1007937,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5939,Fibro/Fn1|L@Spp1+Mac/Itga5_Itgb1|R,Fibro/Fn1|L,Spp1+Mac/Itga5_Itgb1|R,-0.22109038,Ligand,Receptor,Fn1|L,Itga5_Itgb1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5940,Fibro/Fn1|L@Spp1+Mac/Itgav_Itgb1|R,Fibro/Fn1|L,Spp1+Mac/Itgav_Itgb1|R,-0.22055864,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5941,Fibro/Fn1|L@Spp1+Mac/Itgav_Itgb3|R,Fibro/Fn1|L,Spp1+Mac/Itgav_Itgb3|R,0.6401721,Ligand,Receptor,Fn1|L,Itgav_Itgb3|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5942,Fibro/Fn1|L@Spp1+Mac/Plaur|R,Fibro/Fn1|L,Spp1+Mac/Plaur|R,0.72971475,Ligand,Receptor,Fn1|L,Plaur|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5943,Fibro/Fn1|L@Spp1+Mac/Sdc1|R,Fibro/Fn1|L,Spp1+Mac/Sdc1|R,-0.8289685,Ligand,Receptor,Fn1|L,Sdc1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
5944,Fibro/Fn1|L@TCells/Cd44|R,Fibro/Fn1|L,TCells/Cd44|R,-0.9442936,Ligand,Receptor,Fn1|L,Cd44|R,Fibro,TCells,Fibro@TCells,LR
5945,Fibro/Fn1|L@TCells/Itga4_Itgb1|R,Fibro/Fn1|L,TCells/Itga4_Itgb1|R,-1.1474501,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,Fibro,TCells,Fibro@TCells,LR
5946,Fibro/Fn1|L@TCells/Itga4_Itgb7|R,Fibro/Fn1|L,TCells/Itga4_Itgb7|R,-0.20106518,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,Fibro,TCells,Fibro@TCells,LR
5947,Fibro/Gas6|L@Fibro/Axl|R,Fibro/Gas6|L,Fibro/Axl|R,-0.060610473,Ligand,Receptor,Gas6|L,Axl|R,Fibro,Fibro,Fibro@Fibro,LR
5949,Fibro/Gas6|L@ResMac/Axl|R,Fibro/Gas6|L,ResMac/Axl|R,-0.48649168,Ligand,Receptor,Gas6|L,Axl|R,Fibro,ResMac,Fibro@ResMac,LR
5950,Fibro/Gas6|L@Spp1+Mac/Axl|R,Fibro/Gas6|L,Spp1+Mac/Axl|R,-0.3184283,Ligand,Receptor,Gas6|L,Axl|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6119,Fibro/Igfbp4|L@DC/Lrp6|R,Fibro/Igfbp4|L,DC/Lrp6|R,0.4298004,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,DC,Fibro@DC,LR
6120,Fibro/Igfbp4|L@EC/Lrp6|R,Fibro/Igfbp4|L,EC/Lrp6|R,-0.1439268,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,EC,Fibro@EC,LR
6121,Fibro/Igfbp4|L@Ery/Lrp6|R,Fibro/Igfbp4|L,Ery/Lrp6|R,-0.15372327,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,Ery,Fibro@Ery,LR
6122,Fibro/Igfbp4|L@Fibro/Lrp6|R,Fibro/Igfbp4|L,Fibro/Lrp6|R,-0.09452641,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,Fibro,Fibro@Fibro,LR
6123,Fibro/Igfbp4|L@MK/Lrp6|R,Fibro/Igfbp4|L,MK/Lrp6|R,-0.13663495,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,MK,Fibro@MK,LR
6124,Fibro/Igfbp4|L@MonoPro/Lrp6|R,Fibro/Igfbp4|L,MonoPro/Lrp6|R,-0.11313528,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,MonoPro,Fibro@MonoPro,LR
6125,Fibro/Igfbp4|L@Neut1/Lrp6|R,Fibro/Igfbp4|L,Neut1/Lrp6|R,0.41892302,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,Neut1,Fibro@Neut1,LR
6127,Fibro/Igfbp4|L@Spp1+Mac/Lrp6|R,Fibro/Igfbp4|L,Spp1+Mac/Lrp6|R,-0.6031207,Ligand,Receptor,Igfbp4|L,Lrp6|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6128,Fibro/Igsf10|L@ResMac/Slamf9|R,Fibro/Igsf10|L,ResMac/Slamf9|R,-0.24560922,Ligand,Receptor,Igsf10|L,Slamf9|R,Fibro,ResMac,Fibro@ResMac,LR
6129,Fibro/Igsf10|L@Spp1+Mac/Slamf9|R,Fibro/Igsf10|L,Spp1+Mac/Slamf9|R,-0.18080199,Ligand,Receptor,Igsf10|L,Slamf9|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6193,Fibro/Lama2|L@BCells/Cd44|R,Fibro/Lama2|L,BCells/Cd44|R,-0.378833,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,BCells,Fibro@BCells,LR
6194,Fibro/Lama2|L@BCells/Rpsa|R,Fibro/Lama2|L,BCells/Rpsa|R,-1.5896294,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,BCells,Fibro@BCells,LR
6195,Fibro/Lama2|L@Baso/Itga1|R,Fibro/Lama2|L,Baso/Itga1|R,0.04375255,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,Baso,Fibro@Baso,LR
6196,Fibro/Lama2|L@Baso/Itga2_Itgb1|R,Fibro/Lama2|L,Baso/Itga2_Itgb1|R,0.03804201,Ligand,Receptor,Lama2|L,Itga2_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6197,Fibro/Lama2|L@Baso/Itga6_Itgb1|R,Fibro/Lama2|L,Baso/Itga6_Itgb1|R,0.03159398,Ligand,Receptor,Lama2|L,Itga6_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6198,Fibro/Lama2|L@Baso/Rpsa|R,Fibro/Lama2|L,Baso/Rpsa|R,0.31946385,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,Baso,Fibro@Baso,LR
6199,Fibro/Lama2|L@DC/Cd44|R,Fibro/Lama2|L,DC/Cd44|R,-0.005863309,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,DC,Fibro@DC,LR
6200,Fibro/Lama2|L@DC/Itga1|R,Fibro/Lama2|L,DC/Itga1|R,-0.1541946,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,DC,Fibro@DC,LR
6201,Fibro/Lama2|L@DC/Rpsa|R,Fibro/Lama2|L,DC/Rpsa|R,0.028326273,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,DC,Fibro@DC,LR
6202,Fibro/Lama2|L@EC/Dag1|R,Fibro/Lama2|L,EC/Dag1|R,0.035527676,Ligand,Receptor,Lama2|L,Dag1|R,Fibro,EC,Fibro@EC,LR
6203,Fibro/Lama2|L@EC/Itga1|R,Fibro/Lama2|L,EC/Itga1|R,-0.06898022,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,EC,Fibro@EC,LR
6204,Fibro/Lama2|L@EC/Itga6_Itgb1|R,Fibro/Lama2|L,EC/Itga6_Itgb1|R,0.0059214234,Ligand,Receptor,Lama2|L,Itga6_Itgb1|R,Fibro,EC,Fibro@EC,LR
6205,Fibro/Lama2|L@Ery/Cd44|R,Fibro/Lama2|L,Ery/Cd44|R,-0.4019614,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Ery,Fibro@Ery,LR
6206,Fibro/Lama2|L@Ery/Rpsa|R,Fibro/Lama2|L,Ery/Rpsa|R,0.17249894,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,Ery,Fibro@Ery,LR
6207,Fibro/Lama2|L@Fibro/Cd44|R,Fibro/Lama2|L,Fibro/Cd44|R,-0.39015692,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Fibro,Fibro@Fibro,LR
6208,Fibro/Lama2|L@Fibro/Dag1|R,Fibro/Lama2|L,Fibro/Dag1|R,-0.048689485,Ligand,Receptor,Lama2|L,Dag1|R,Fibro,Fibro,Fibro@Fibro,LR
6209,Fibro/Lama2|L@Fibro/Itga1|R,Fibro/Lama2|L,Fibro/Itga1|R,-0.31182113,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,Fibro,Fibro@Fibro,LR
6210,Fibro/Lama2|L@InfiltMac/Cd44|R,Fibro/Lama2|L,InfiltMac/Cd44|R,-0.02230239,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6211,Fibro/Lama2|L@InfiltMac/Itga1|R,Fibro/Lama2|L,InfiltMac/Itga1|R,-0.12793225,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6212,Fibro/Lama2|L@InfiltMac/Rpsa|R,Fibro/Lama2|L,InfiltMac/Rpsa|R,0.15972447,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6213,Fibro/Lama2|L@Ly6ClowMac/Cd44|R,Fibro/Lama2|L,Ly6ClowMac/Cd44|R,-0.010748863,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Ly6ClowMac,Fibro@Ly6ClowMac,LR
6214,Fibro/Lama2|L@Ly6ClowMac/Rpsa|R,Fibro/Lama2|L,Ly6ClowMac/Rpsa|R,1.6965914,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,Ly6ClowMac,Fibro@Ly6ClowMac,LR
6215,Fibro/Lama2|L@MK/Cd44|R,Fibro/Lama2|L,MK/Cd44|R,-0.44496304,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,MK,Fibro@MK,LR
6216,Fibro/Lama2|L@MK/Dag1|R,Fibro/Lama2|L,MK/Dag1|R,-0.046552047,Ligand,Receptor,Lama2|L,Dag1|R,Fibro,MK,Fibro@MK,LR
6217,Fibro/Lama2|L@MK/Itga6_Itgb1|R,Fibro/Lama2|L,MK/Itga6_Itgb1|R,-0.0756529,Ligand,Receptor,Lama2|L,Itga6_Itgb1|R,Fibro,MK,Fibro@MK,LR
6218,Fibro/Lama2|L@MK/Rpsa|R,Fibro/Lama2|L,MK/Rpsa|R,0.18903446,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,MK,Fibro@MK,LR
6219,Fibro/Lama2|L@MonoPro/Cd44|R,Fibro/Lama2|L,MonoPro/Cd44|R,-0.07168853,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,MonoPro,Fibro@MonoPro,LR
6220,Fibro/Lama2|L@MonoPro/Itga1|R,Fibro/Lama2|L,MonoPro/Itga1|R,-0.055306762,Ligand,Receptor,Lama2|L,Itga1|R,Fibro,MonoPro,Fibro@MonoPro,LR
6221,Fibro/Lama2|L@MonoPro/Itga6_Itgb1|R,Fibro/Lama2|L,MonoPro/Itga6_Itgb1|R,-0.014908403,Ligand,Receptor,Lama2|L,Itga6_Itgb1|R,Fibro,MonoPro,Fibro@MonoPro,LR
6222,Fibro/Lama2|L@MonoPro/Rpsa|R,Fibro/Lama2|L,MonoPro/Rpsa|R,0.080917,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,MonoPro,Fibro@MonoPro,LR
6223,Fibro/Lama2|L@Neut1/Cd44|R,Fibro/Lama2|L,Neut1/Cd44|R,-0.06975633,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Neut1,Fibro@Neut1,LR
6224,Fibro/Lama2|L@Neut1/Itga6_Itgb1|R,Fibro/Lama2|L,Neut1/Itga6_Itgb1|R,0.22010304,Ligand,Receptor,Lama2|L,Itga6_Itgb1|R,Fibro,Neut1,Fibro@Neut1,LR
6225,Fibro/Lama2|L@Neut2/Cd44|R,Fibro/Lama2|L,Neut2/Cd44|R,-0.050297737,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Neut2,Fibro@Neut2,LR
6229,Fibro/Lama2|L@ResMac/Cd44|R,Fibro/Lama2|L,ResMac/Cd44|R,-0.09315038,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,ResMac,Fibro@ResMac,LR
6230,Fibro/Lama2|L@ResMac/Rpsa|R,Fibro/Lama2|L,ResMac/Rpsa|R,0.11542046,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,ResMac,Fibro@ResMac,LR
6231,Fibro/Lama2|L@Spp1+Mac/Cd44|R,Fibro/Lama2|L,Spp1+Mac/Cd44|R,-0.51583713,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6232,Fibro/Lama2|L@Spp1+Mac/Dag1|R,Fibro/Lama2|L,Spp1+Mac/Dag1|R,-0.09347075,Ligand,Receptor,Lama2|L,Dag1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6233,Fibro/Lama2|L@Spp1+Mac/Rpsa|R,Fibro/Lama2|L,Spp1+Mac/Rpsa|R,-0.00581336,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6234,Fibro/Lama2|L@TCells/Cd44|R,Fibro/Lama2|L,TCells/Cd44|R,-0.39826626,Ligand,Receptor,Lama2|L,Cd44|R,Fibro,TCells,Fibro@TCells,LR
6235,Fibro/Lama2|L@TCells/Rpsa|R,Fibro/Lama2|L,TCells/Rpsa|R,0.17681634,Ligand,Receptor,Lama2|L,Rpsa|R,Fibro,TCells,Fibro@TCells,LR
6236,Fibro/Lama4|L@Baso/Itga2_Itgb1|R,Fibro/Lama4|L,Baso/Itga2_Itgb1|R,0.13315067,Ligand,Receptor,Lama4|L,Itga2_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6237,Fibro/Lama4|L@Baso/Itga6_Itgb1|R,Fibro/Lama4|L,Baso/Itga6_Itgb1|R,0.12670267,Ligand,Receptor,Lama4|L,Itga6_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6238,Fibro/Lama4|L@DC/Cd44|R,Fibro/Lama4|L,DC/Cd44|R,0.08924538,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,DC,Fibro@DC,LR
6239,Fibro/Lama4|L@EC/Dag1|R,Fibro/Lama4|L,EC/Dag1|R,0.13063633,Ligand,Receptor,Lama4|L,Dag1|R,Fibro,EC,Fibro@EC,LR
6240,Fibro/Lama4|L@EC/Itga6_Itgb1|R,Fibro/Lama4|L,EC/Itga6_Itgb1|R,0.10103011,Ligand,Receptor,Lama4|L,Itga6_Itgb1|R,Fibro,EC,Fibro@EC,LR
6241,Fibro/Lama4|L@Ery/Cd44|R,Fibro/Lama4|L,Ery/Cd44|R,-0.3554613,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,Ery,Fibro@Ery,LR
6242,Fibro/Lama4|L@Fibro/Dag1|R,Fibro/Lama4|L,Fibro/Dag1|R,0.046419203,Ligand,Receptor,Lama4|L,Dag1|R,Fibro,Fibro,Fibro@Fibro,LR
6243,Fibro/Lama4|L@InfiltMac/Cd44|R,Fibro/Lama4|L,InfiltMac/Cd44|R,0.0728063,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6244,Fibro/Lama4|L@Ly6ClowMac/Cd44|R,Fibro/Lama4|L,Ly6ClowMac/Cd44|R,0.084359825,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,Ly6ClowMac,Fibro@Ly6ClowMac,LR
6245,Fibro/Lama4|L@MK/Cd44|R,Fibro/Lama4|L,MK/Cd44|R,-0.39846295,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,MK,Fibro@MK,LR
6246,Fibro/Lama4|L@MK/Dag1|R,Fibro/Lama4|L,MK/Dag1|R,0.048556626,Ligand,Receptor,Lama4|L,Dag1|R,Fibro,MK,Fibro@MK,LR
6247,Fibro/Lama4|L@MK/Itga6_Itgb1|R,Fibro/Lama4|L,MK/Itga6_Itgb1|R,0.01945579,Ligand,Receptor,Lama4|L,Itga6_Itgb1|R,Fibro,MK,Fibro@MK,LR
6248,Fibro/Lama4|L@MonoPro/Cd44|R,Fibro/Lama4|L,MonoPro/Cd44|R,0.023420125,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,MonoPro,Fibro@MonoPro,LR
6249,Fibro/Lama4|L@MonoPro/Itga6_Itgb1|R,Fibro/Lama4|L,MonoPro/Itga6_Itgb1|R,0.080200285,Ligand,Receptor,Lama4|L,Itga6_Itgb1|R,Fibro,MonoPro,Fibro@MonoPro,LR
6250,Fibro/Lama4|L@Neut1/Cd44|R,Fibro/Lama4|L,Neut1/Cd44|R,0.025352329,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,Neut1,Fibro@Neut1,LR
6251,Fibro/Lama4|L@Neut1/Itga6_Itgb1|R,Fibro/Lama4|L,Neut1/Itga6_Itgb1|R,0.26871163,Ligand,Receptor,Lama4|L,Itga6_Itgb1|R,Fibro,Neut1,Fibro@Neut1,LR
6252,Fibro/Lama4|L@Neut2/Cd44|R,Fibro/Lama4|L,Neut2/Cd44|R,0.04481098,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,Neut2,Fibro@Neut2,LR
6255,Fibro/Lama4|L@ResMac/Cd44|R,Fibro/Lama4|L,ResMac/Cd44|R,0.0019583106,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,ResMac,Fibro@ResMac,LR
6256,Fibro/Lama4|L@Spp1+Mac/Cd44|R,Fibro/Lama4|L,Spp1+Mac/Cd44|R,-0.46933705,Ligand,Receptor,Lama4|L,Cd44|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6257,Fibro/Lama4|L@Spp1+Mac/Dag1|R,Fibro/Lama4|L,Spp1+Mac/Dag1|R,0.0016379058,Ligand,Receptor,Lama4|L,Dag1|R,Fibro,Spp1+Mac,Fibro@Spp1+Mac,LR
6258,Fibro/Lamb1|L@Baso/Itga1|R,Fibro/Lamb1|L,Baso/Itga1|R,0.038024634,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,Baso,Fibro@Baso,LR
6259,Fibro/Lamb1|L@Baso/Itga2_Itgb1|R,Fibro/Lamb1|L,Baso/Itga2_Itgb1|R,0.032314062,Ligand,Receptor,Lamb1|L,Itga2_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6260,Fibro/Lamb1|L@Baso/Itga6_Itgb1|R,Fibro/Lamb1|L,Baso/Itga6_Itgb1|R,0.025866091,Ligand,Receptor,Lamb1|L,Itga6_Itgb1|R,Fibro,Baso,Fibro@Baso,LR
6261,Fibro/Lamb1|L@DC/Cd44|R,Fibro/Lamb1|L,DC/Cd44|R,-0.011591196,Ligand,Receptor,Lamb1|L,Cd44|R,Fibro,DC,Fibro@DC,LR
6262,Fibro/Lamb1|L@DC/Itga1|R,Fibro/Lamb1|L,DC/Itga1|R,-0.15992254,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,DC,Fibro@DC,LR
6263,Fibro/Lamb1|L@EC/Dag1|R,Fibro/Lamb1|L,EC/Dag1|R,0.02979973,Ligand,Receptor,Lamb1|L,Dag1|R,Fibro,EC,Fibro@EC,LR
6264,Fibro/Lamb1|L@EC/Itga1|R,Fibro/Lamb1|L,EC/Itga1|R,-0.074708164,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,EC,Fibro@EC,LR
6265,Fibro/Lamb1|L@EC/Itga6_Itgb1|R,Fibro/Lamb1|L,EC/Itga6_Itgb1|R,0.00019353628,Ligand,Receptor,Lamb1|L,Itga6_Itgb1|R,Fibro,EC,Fibro@EC,LR
6266,Fibro/Lamb1|L@Fibro/Dag1|R,Fibro/Lamb1|L,Fibro/Dag1|R,-0.05441737,Ligand,Receptor,Lamb1|L,Dag1|R,Fibro,Fibro,Fibro@Fibro,LR
6267,Fibro/Lamb1|L@Fibro/Itga1|R,Fibro/Lamb1|L,Fibro/Itga1|R,-0.25302118,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,Fibro,Fibro@Fibro,LR
6268,Fibro/Lamb1|L@InfiltMac/Cd44|R,Fibro/Lamb1|L,InfiltMac/Cd44|R,-0.028030276,Ligand,Receptor,Lamb1|L,Cd44|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6269,Fibro/Lamb1|L@InfiltMac/Itga1|R,Fibro/Lamb1|L,InfiltMac/Itga1|R,-0.13366017,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,InfiltMac,Fibro@InfiltMac,LR
6270,Fibro/Lamb1|L@Ly6ClowMac/Cd44|R,Fibro/Lamb1|L,Ly6ClowMac/Cd44|R,-0.01647675,Ligand,Receptor,Lamb1|L,Cd44|R,Fibro,Ly6ClowMac,Fibro@Ly6ClowMac,LR
6271,Fibro/Lamb1|L@MK/Cd44|R,Fibro/Lamb1|L,MK/Cd44|R,-0.38616312,Ligand,Receptor,Lamb1|L,Cd44|R,Fibro,MK,Fibro@MK,LR
6272,Fibro/Lamb1|L@MK/Dag1|R,Fibro/Lamb1|L,MK/Dag1|R,-0.05227998,Ligand,Receptor,Lamb1|L,Dag1|R,Fibro,MK,Fibro@MK,LR
6273,Fibro/Lamb1|L@MK/Itga6_Itgb1|R,Fibro/Lamb1|L,MK/Itga6_Itgb1|R,-0.081380785,Ligand,Receptor,Lamb1|L,Itga6_Itgb1|R,Fibro,MK,Fibro@MK,LR
6274,Fibro/Lamb1|L@MonoPro/Cd44|R,Fibro/Lamb1|L,MonoPro/Cd44|R,-0.44653216,Ligand,Receptor,Lamb1|L,Cd44|R,Fibro,MonoPro,Fibro@MonoPro,LR
6275,Fibro/Lamb1|L@MonoPro/Itga1|R,Fibro/Lamb1|L,MonoPro/Itga1|R,-0.061034665,Ligand,Receptor,Lamb1|L,Itga1|R,Fibro,MonoPro,Fibro@MonoPro,LR
